cpx_gene,pls_metabolite,VECPAC r,VECPAC p-values,VECPAC n,DSS r,DSS p-values,DSS n,LPS r,LPS p-values,LPS n,Pooled r,Pooled p-values,Pooled n,r Count,Consistent,Sign,edge_dir,Pooled FDR
ENSMUSG00000078486-P,L-Lysine,0.20519567,0.740581942,5,,,4,0.725318521,0.065078132,7,0.057267881,0.833151412,16,2,TRUE,+,1,0.892169382
ENSMUSG00000003190-P,L-Lysine,0.564288094,0.321723336,5,0.632455532,0.367544468,4,0.537852874,0.213036882,7,0.639970414,0.007583102,16,3,TRUE,+,1,0.168025935
ENSMUSG00000051510-P,L-Lysine,0.051298918,0.934712848,5,0.316227766,0.683772234,4,0.338648106,0.457483904,7,0.19600022,0.466915242,16,3,TRUE,+,1,0.659230948
ENSMUSG00000030801-P,L-Lysine,0.20519567,0.740581942,5,0.316227766,0.683772234,4,0.657375735,0.108579895,7,0.476636898,0.061955206,16,3,TRUE,+,1,0.314073124
ENSMUSG00000041491-P,L-Lysine,0.359092423,0.552814747,5,0.948683298,0.051316702,4,0.05976143,0.898726916,7,0.277666978,0.29776945,16,3,TRUE,+,1,0.540752486
ENSMUSG00000015363-P,L-Lysine,0.20519567,0.740581942,5,0.316227766,0.683772234,4,0.019920477,0.966188658,7,0.374182237,0.153346677,16,3,TRUE,+,1,0.425623511
ENSMUSG00000035539-P,L-Lysine,0.872081599,0.053854218,5,0.632455532,0.367544468,4,0.230783166,0.618559967,7,0.099473878,0.713969455,16,3,TRUE,+,1,0.817802163
ENSMUSG00000067148-P,L-Lysine,0.359092423,0.552814747,5,0.948683298,0.051316702,4,0.657375735,0.108579895,7,0.824091832,8.66E-05,16,3,TRUE,+,1,0.053710515
ENSMUSG00000042557-P,L-Lysine,-0.820782682,0.088587005,5,-0.632455532,0.367544468,4,-0.298807152,0.515068634,7,-0.041575804,0.878494501,16,3,TRUE,-,-1,0.921823736
ENSMUSG00000038884-P,L-Lysine,0.666885929,0.218893981,5,0.632455532,0.367544468,4,0.219125245,0.636867652,7,0.311818531,0.23971459,16,3,TRUE,+,1,0.496736608
ENSMUSG00000017670-P,L-Lysine,0.872081599,0.053854218,5,0.948683298,0.051316702,4,0.478091444,0.277851648,7,0.864182786,1.58E-05,16,3,TRUE,+,1,0.02530808
ENSMUSG00000030611-P,L-Lysine,-0.615587011,0.26899777,5,-0.632455532,0.367544468,4,-0.338648106,0.457483904,7,-0.252424525,0.345582865,16,3,TRUE,-,-1,0.577844187
ENSMUSG00000046806-P,L-Lysine,-0.410391341,0.492535782,5,-0.948683298,0.051316702,4,-0.298807152,0.515068634,7,-0.066818257,0.805785693,16,3,TRUE,-,-1,0.876020523
ENSMUSG00000105302-P,L-Lysine,0.974679434,0.00481823,5,0.316227766,0.683772234,4,0.418330013,0.350294536,7,0.188575969,0.48428231,16,3,TRUE,+,1,0.670790631
ENSMUSG00000040483-P,L-Lysine,0.872081599,0.053854218,5,0.316227766,0.683772234,4,0.199204768,0.668489282,7,0.297188631,0.263644381,16,3,TRUE,+,1,0.515981602
ENSMUSG00000070643-P,L-Lysine,-0.872081599,0.053854218,5,-0.316227766,0.683772234,4,-0.478091444,0.277851648,7,-0.377151938,0.149850875,16,3,TRUE,-,-1,0.420957789
ENSMUSG00000024548-P,L-Lysine,-0.20519567,0.740581942,5,-0.632455532,0.367544468,4,-0.418330013,0.350294536,7,-0.083151608,0.759485497,16,3,TRUE,-,-1,0.847467739
ENSMUSG00000072763-P,L-Lysine,0.051298918,0.934712848,5,0.316227766,0.683772234,4,0.478091444,0.277851648,7,0.350424635,0.183300869,16,3,TRUE,+,1,0.450099422
ENSMUSG00000046714-P,L-Lysine,0.051298918,0.934712848,5,0.316227766,0.683772234,4,0.179284291,0.700505398,7,0.20342447,0.449860695,16,3,TRUE,+,1,0.647933818
ENSMUSG00000021929-P,L-Lysine,-0.564288094,0.321723336,5,-0.316227766,0.683772234,4,-0.179284291,0.700505398,7,-0.063848556,0.814273974,16,3,TRUE,-,-1,0.881892578
ENSMUSG00000074480-P,L-Lysine,-0.359092423,0.552814747,5,-0.632455532,0.367544468,4,-0.179284291,0.700505398,7,-0.307363981,0.246851527,16,3,TRUE,-,-1,0.502010848
ENSMUSG00000028811-P,L-Lysine,0.974679434,0.00481823,5,0.632455532,0.367544468,4,0.537852874,0.213036882,7,0.138091064,0.610042722,16,3,TRUE,+,1,0.752529166
ENSMUSG00000042506-P,L-Lysine,0.359092423,0.552814747,5,0.632455532,0.367544468,4,0.119522861,0.798537923,7,0.054939455,0.839851827,16,3,TRUE,+,1,0.897336211
ENSMUSG00000033792-P,L-Lysine,0.666885929,0.218893981,5,0.948683298,0.051316702,4,0.537852874,0.213036882,7,0.827061533,7.75E-05,16,3,TRUE,+,1,0.050865947
ENSMUSG00000051579-P,L-Lysine,-0.615587011,0.26899777,5,-0.632455532,0.367544468,4,-0.43825049,0.325341912,7,-0.083151608,0.759485497,16,3,TRUE,-,-1,0.847467739
ENSMUSG00000042594-P,L-Lysine,0.20519567,0.740581942,5,0.316227766,0.683772234,4,0.657375735,0.108579895,7,0.466242947,0.068702248,16,3,TRUE,+,1,0.325894774
ENSMUSG00000025231-P,L-Lysine,-0.718184846,0.171795305,5,-0.316227766,0.683772234,4,-0.318727629,0.485971025,7,-0.681546218,0.003643412,16,3,TRUE,-,-1,0.141586253
ENSMUSG00000020330-P,L-Lysine,,,5,-0.5,0.5,4,-0.826898231,0.021761967,7,-0.120288078,0.657230877,16,2,TRUE,-,-1,0.781869265
ENSMUSG00000020074-P,L-Lysine,0.410391341,0.492535782,5,0.316227766,0.683772234,4,0.278886676,0.544742483,7,0.271727577,0.30864759,16,3,TRUE,+,1,0.550201743
ENSMUSG00000024976-P,L-Lysine,-0.564288094,0.321723336,5,-0.316227766,0.683772234,4,-0.05976143,0.898726916,7,-0.172242617,0.523553027,16,3,TRUE,-,-1,0.697418203
ENSMUSG00000003199-P,L-Lysine,-0.20519567,0.740581942,5,-0.316227766,0.683772234,4,-0.776898596,0.039877389,7,-0.245000274,0.360425655,16,3,TRUE,-,-1,0.588088223
ENSMUSG00000066057-P,L-Lysine,0.359092423,0.552814747,5,0.632455532,0.367544468,4,0.498011921,0.255366521,7,0.317757932,0.230401741,16,3,TRUE,+,1,0.490138767
ENSMUSG00000041649-P,L-Lysine,-0.102597835,0.869597921,5,,,4,-0.36265926,0.424005728,7,-0.314155233,0.236023019,16,2,TRUE,-,-1,0.493523148
ENSMUSG00000023118-P,L-Lysine,-0.102597835,0.869597921,5,-0.948683298,0.051316702,4,-0.119522861,0.798537923,7,-0.332606433,0.208131724,16,3,TRUE,-,-1,0.470220702
ENSMUSG00000044617-P,L-Lysine,-0.461690258,0.433766156,5,-0.948683298,0.051316702,4,-0.597614305,0.156457845,7,-0.537168451,0.031896988,16,3,TRUE,-,-1,0.254058187
ENSMUSG00000027374-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.4,0.6,4,,,0,-0.600567913,0.087244226,9,2,TRUE,-,-1,0.350484239
ENSMUSG00000028412-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,0.4,0.6,4,,,0,0.121854359,0.754811502,9,2,TRUE,+,1,0.844185412
ENSMUSG00000028991-P,"L-Lysine, ethyl ester ",0.353553391,0.559404344,5,0.4,0.6,4,,,0,0.470009671,0.201719268,9,2,TRUE,+,1,0.466450788
ENSMUSG00000044224-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,0.8,0.2,4,,,0,0.670198975,0.048229312,9,2,TRUE,+,1,0.289244323
ENSMUSG00000030216-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,0.4,0.6,4,,,0,0.078334945,0.841231156,9,2,TRUE,+,1,0.898184262
ENSMUSG00000016495-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.8,0.2,4,,,0,-0.678902858,0.044341408,9,2,TRUE,-,-1,0.282669695
ENSMUSG00000033237-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,0.8,0.2,4,,,0,0.235004836,0.542741408,9,2,TRUE,+,1,0.708896961
ENSMUSG00000069727-P,"L-Lysine, ethyl ester ",0.544107188,0.343110821,5,0.774596669,0.225403331,4,,,0,0.657889187,0.054089776,9,2,TRUE,+,1,0.300844054
ENSMUSG00000039253-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,0.2,0.8,4,,,0,0.139262125,0.720842697,9,2,TRUE,+,1,0.822655041
ENSMUSG00000034064-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.4,0.6,4,,,0,-0.339451429,0.371481998,9,2,TRUE,-,-1,0.596668501
ENSMUSG00000085558-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.4,0.6,4,,,0,-0.539640733,0.13372692,9,2,TRUE,-,-1,0.405223325
ENSMUSG00000030060-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.4,0.6,4,,,0,-0.696310624,0.037183381,9,2,TRUE,-,-1,0.266218387
ENSMUSG00000042426-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.8,0.2,4,,,0,-0.887796045,0.001393841,9,2,TRUE,-,-1,0.108704211
ENSMUSG00000027642-P,"L-Lysine, ethyl ester ",0.353553391,0.559404344,5,0.4,0.6,4,,,0,0.147966008,0.704011728,9,2,TRUE,+,1,0.811676975
ENSMUSG00000105382-P,"L-Lysine, ethyl ester ",0.25,0.685037642,5,0.948683298,0.051316702,4,,,0,0.470549798,0.201130231,9,2,TRUE,+,1,0.466194615
ENSMUSG00000079442-P,"L-Lysine, ethyl ester ",0.353553391,0.559404344,5,0.6,0.4,4,,,0,0.21759707,0.57383506,9,2,TRUE,+,1,0.72898167
ENSMUSG00000026273-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.4,0.6,4,,,0,-0.295932015,0.439413762,9,2,TRUE,-,-1,0.640069643
ENSMUSG00000020308-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.8,0.2,4,,,0,-0.661495093,0.052328627,9,2,TRUE,-,-1,0.29684843
ENSMUSG00000086610-P,"L-Lysine, ethyl ester ",0.395284708,0.510140203,5,0.2,0.8,4,,,0,0.209090909,0.58925845,9,2,TRUE,+,1,0.739523263
ENSMUSG00000026309-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,1,0,4,,,0,0.731126155,0.025213004,9,2,TRUE,+,1,0.237242238
ENSMUSG00000021903-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.4,0.6,4,,,0,-0.052223297,0.893853069,9,2,TRUE,-,-1,0.931584119
ENSMUSG00000037262-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.2,0.8,4,,,0,-0.226300953,0.558207545,9,2,TRUE,-,-1,0.718728951
ENSMUSG00000026603-P,"L-Lysine, ethyl ester ",0.353553391,0.559404344,5,1,0,4,,,0,0.670198975,0.048229312,9,2,TRUE,+,1,0.289244323
ENSMUSG00000005514-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.2,0.8,4,,,0,-0.27852425,0.468007207,9,2,TRUE,-,-1,0.659230948
ENSMUSG00000070705-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,0.4,0.6,4,,,0,0.348155312,0.358535187,9,2,TRUE,+,1,0.585872274
ENSMUSG00000031511-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.6,0.4,4,,,0,-0.452601905,0.221216595,9,2,TRUE,-,-1,0.482527724
ENSMUSG00000024805-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.4,0.6,4,,,0,-0.095742711,0.806438342,9,2,TRUE,-,-1,0.876672324
ENSMUSG00000023243-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.2,0.8,4,,,0,-0.304635898,0.425413443,9,2,TRUE,-,-1,0.630474854
ENSMUSG00000052751-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.4,0.6,4,,,0,-0.644087327,0.061176799,9,2,TRUE,-,-1,0.312065356
ENSMUSG00000020389-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.4,0.6,4,,,0,-0.400378609,0.285606535,9,2,TRUE,-,-1,0.532704318
ENSMUSG00000005580-P,"L-Lysine, ethyl ester ",0.353553391,0.559404344,5,0.2,0.8,4,,,0,0.548344616,0.126351474,9,2,TRUE,+,1,0.396638633
ENSMUSG00000030663-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.4,0.6,4,,,0,-0.565752382,0.112341645,9,2,TRUE,-,-1,0.380864713
ENSMUSG00000003527-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.8,0.2,4,,,0,-0.452601905,0.221216595,9,2,TRUE,-,-1,0.482527724
ENSMUSG00000061718-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.2,0.8,4,,,0,-0.513529085,0.157347195,9,2,TRUE,-,-1,0.428384009
ENSMUSG00000092417-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.2,0.8,4,,,0,-0.27852425,0.468007207,9,2,TRUE,-,-1,0.659230948
ENSMUSG00000024193-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.2,0.8,4,,,0,-0.121854359,0.754811502,9,2,TRUE,-,-1,0.844185412
ENSMUSG00000030879-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.4,0.6,4,,,0,-0.391674726,0.297181462,9,2,TRUE,-,-1,0.540398236
ENSMUSG00000021585-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.8,0.2,4,,,0,-0.748533921,0.020322629,9,2,TRUE,-,-1,0.224200837
ENSMUSG00000001964-P,"L-Lysine, ethyl ester ",-0.353553391,0.559404344,5,-0.4,0.6,4,,,0,-0.391674726,0.297181462,9,2,TRUE,-,-1,0.540398236
ENSMUSG00000057367-P,"L-Lysine, ethyl ester ",0.707106781,0.181690114,5,0.4,0.6,4,,,0,0.243708718,0.527441791,9,2,TRUE,+,1,0.700616318
ENSMUSG00000045100-P,"L-Lysine, ethyl ester ",-0.707106781,0.181690114,5,-0.8,0.2,4,,,0,-0.635383444,0.065932824,9,2,TRUE,-,-1,0.321963342
ENSMUSG00000038859-P,"L-Lysine, ethyl ester ",0.353553391,0.559404344,5,0.8,0.2,4,,,0,0.356859195,0.345809685,9,2,TRUE,+,1,0.578096579
ENSMUSG00000044296-P,"L-Lysine, ethyl ester ",0.353553391,0.559404344,5,0.25819889,0.74180111,4,,,0,0.295454545,0.440187575,9,2,TRUE,+,1,0.640789941
