Name,Tissue,"BiBC, Feces-Cortex, via Plasma"
4-Methoxyphenol,Feces,358.7
4-Methyl-5-thiazoleethanol,Feces,49.9
4-Pyridinol,Feces,199.8
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine",Feces,0.0
5-Aminovaleric acid,Feces,9.6
5-Hydroxy-2-methylpyridine,Feces,326.6
5-Hydroxymethyl-2-furoic acid,Feces,58.9
5-Methyluridine,Feces,673.5
6-Hydroxyhexanoic acid,Feces,40.2
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",Feces,294.8
8-Hydroxy-5-(hydroxymethyl)quinoline,Feces,2.1
9H-Purin-6-ol,Feces,41.7
9-Octadecen-1-ol,Feces,1.2
9-Octadecenamide,Feces,0.6
9-Octadecenoic acid,Feces,543.2
"Acetamide, N-(2-butyl)-N-methyl-",Feces,451.0
Acetoacetic acid,Feces,92.9
Aconitic acid,Feces,561.4
alpha-D-(+)-Talopyranose,Feces,103.6
alpha-D-Xylopyranose,Feces,46.2
alpha-Ketoisovaleric acid,Feces,654.0
alpha-Linolenic acid,Feces,0.5
alpha-Tocopheryl acetate,Feces,21.9
Arabinitol,Feces,3.6
Arabinose,Feces,269.2
Arachidic acid,Feces,52.2
"Azetidine, 1-acetyl-2-methyl",Feces,495.9
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester",Feces,224.1
Benzoic Acid,Feces,377.2
beta-Alanine,Feces,1347.4
beta-Arabinopyranose,Feces,14.3
beta-D-(-)-Ribopyranose,Feces,6.1
"beta-D-Galactopyranoside, methyl-, acetate",Feces,30.0
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy",Feces,0.9
Butanedioic acid,Feces,0.0
"Butanoic acid, 3,4-dihydroxy-",Feces,708.1
Butyl Succinate,Feces,1299.7
Campesterol,Feces,4.3
Cholesterol,Feces,10.2
"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane",Feces,0.0
Citric acid,Feces,104.3
Cyclo(L-prolyl-L-valine),Feces,271.6
Cyclohexanecarboxylic acid,Feces,97.5
Cyclohexanemethanol,Feces,759.2
Cyclohexanol,Feces,6.7
"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl",Feces,621.4
Cytosine,Feces,207.2
D-(-)-Fructofuranose,Feces,51.6
D-(-)-Ribofuranose,Feces,28.8
D-(+)-Glucosamine,Feces,3479.7
"D-(+)-Ribono-1,4-lactone ",Feces,94.2
D-(+)-Talofuranose,Feces,0.9
D-Allofuranose,Feces,83.1
D-Arabinose,Feces,42.2
Decanoic acid,Feces,112.5
Decyl oleate,Feces,45.2
Dehydroabietic acid,Feces,4.1
"D-Erythro-Pentitol, 2-deoxy-",Feces,410.5
d-Erythrotetrofuranose,Feces,566.4
D-Fructose,Feces,100.8
D-Glucose,Feces,128.4
Dihydrouracil,Feces,254.7
"Dimethyl hexopyranosiduronate, alpha-D",Feces,1518.3
DL-Phenylalanine,Feces,43.8
D-Mannopyranose,Feces,73.7
Dodecanamide,Feces,78.1
D-Ribose,Feces,0.0
"Erythrono-1,4-lactone",Feces,21.6
Ethyl alpha-D-glucopyranoside,Feces,9.3
Ethyl glycolate,Feces,668.9
"Gluconolactone (3R,4S,5R,6R)",Feces,11.9
Glycerol tricaprylate,Feces,783.5
Glycerol,Feces,302.4
Glycolic acid,Feces,92.5
"Guanidine, N,N-dimethyl",Feces,434.8
"Gulonic acid, gamma-lactone",Feces,2.1
Heptadecanoic acid,Feces,50.0
Hexacosanoic acid,Feces,1.6
"Hexadecanoic acid, 4-hydroxybutyl ester",Feces,243.4
"Hexadecanoic acid, ethyl ester",Feces,1259.3
"Hexadecanoic acid, methyl ester",Feces,309.8
"Hexadecanoic acid, tetradecyl ester",Feces,36.1
Hexanedioic acid,Feces,19.0
Hydracrylic acid,Feces,738.8
Hydroquinone,Feces,50.0
Idoxuridine,Feces,23.5
"Inosose-2, myo",Feces,122.8
Isocitric acid lactone,Feces,6.2
Isonicotinic Acid,Feces,
Isopropyl palmitate,Feces,2.6
Itaconic acid,Feces,752.9
Ketamine,Feces,0.0
Kojic acid,Feces,114.5
L-(-)-Sorbofuranose,Feces,171.3
L-(+)-Lactic acid,Feces,273.4
L-(+)-Rhamnopyranose,Feces,1107.5
L-5-Oxoproline,Feces,30.3
Lactic Acid,Feces,65.5
L-Aspartic acid,Feces,439.7
Levoglucosan,Feces,15.9
Levulinic acid,Feces,378.3
L-Glutamic acid,Feces,88.7
Lignoceric acid,Feces,527.3
L-Isoleucine,Feces,394.5
L-Leucine,Feces,10.6
l-Leucyl-l-valine,Feces,213.8
L-Rhamnose,Feces,585.9
L-Threonine,Feces,61.3
"L-Valinamide, N(2),N(2)-dimethyl",Feces,101.1
L-Valine,Feces,923.4
L-Valyl-L-leucine,Feces,1588.6
Menthol,Feces,426.8
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate",Feces,61.2
Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside,Feces,631.3
Methyl beta-Arabinofuranoside,Feces,56.8
"Methyl galactoside (1S,2S,3S,4R,5R)",Feces,31.3
Methyl stearate,Feces,252.6
Methylsuccinic acid,Feces,572.8
Monolaurin,Feces,31.6
Monomethyl succinate,Feces,15.7
Myristic acid,Feces,2257.6
"N,N-Diethyl-2-aminoethanol",Feces,572.6
N-(2-hydroxyethyl)-succinimide,Feces,645.0
N-Acetyl glucosamine methoxime,Feces,57.6
"N-Acetyl-D-galactosamine, (R,R,R,R)",Feces,590.5
N-Acetyl-L-glutamic acid,Feces,179.5
N-Acetyl-L-phenylalanine,Feces,4.4
N-Ethyldiethanolamine,Feces,224.6
Niacin,Feces,0.6
N-Methyl-L-proline,Feces,2.9
Nonadecanoic acid,Feces,285.5
Nonanoic acid,Feces,92.6
Norketamine,Feces,179.5
Octadecyl octyl ether,Feces,394.4
Octanoic acid,Feces,0.0
Oxalic acid,Feces,415.2
Palmitelaidic acid,Feces,5.8
Palmitic Acid,Feces,8.4
Pantothenic acid,Feces,217.4
Pentadecanoic acid,Feces,156.7
"Pentanoic acid, 4-methyl-2-oxo-",Feces,37.0
Pentanoic acid,Feces,90.4
"Pentitol, 3-desoxy",Feces,0.0
Phenol,Feces,511.9
phenoxyethanol,Feces,202.1
Phenylalanine,Feces,111.0
Phloretic acid,Feces,10.7
Picolinic acid,Feces,372.1
Pimelic acid,Feces,599.0
Pipecolic acid,Feces,1126.8
"Propane, 2-methyl",Feces,8.4
Propanedioic acid,Feces,219.8
"Propanoic acid, 2-oxo",Feces,2003.9
"Propanoic acid, 2-hydroxy-3-phosphate-",Feces,0.0
Pyridoxic acid,Feces,0.0
Pyrogallol,Feces,435.5
Pyrrole-2-carboxylic acid,Feces,459.5
Ribitol,Feces,18.1
Ribonic acid,Feces,49.4
Sebacic acid,Feces,573.2
Serine,Feces,1285.4
Ser-Leu,Feces,2.1
Stearic acid,Feces,378.5
Suberic acid,Feces,113.1
Supraene,Feces,71.4
Syringaldehyde,Feces,624.0
Syringic acid,Feces,61.2
Tetrahydrogeranyl formate,Feces,265.7
Tetrahydrolinalool,Feces,90.9
Thymidine,Feces,55.5
"Thymidine, 5'-phosphate",Feces,341.6
"Thymine, 1,3-dimethyl-6-hydroxymethyl",Feces,87.3
trans-Coniferryl alchool,Feces,195.4
Tricine,Feces,40.9
Tripropylene glycol monomethyl ether,Feces,2.9
Trisaminol,Feces,2039.1
Tyrosine,Feces,562.7
Undecanoic acid,Feces,127.3
Uracil,Feces,207.0
Urea,Feces,72.5
Uridine,Feces,1.3
Valylvaline,Feces,0.0
Vanillin,Feces,766.2
Xylazine,Feces,44.8
"Xylonic acid, delta-lactone",Feces,9.6
Xylose,Feces,595.5
5-Oxohexanoic Acid,Feces,0.0
Deoxycholic Acid,Feces,0.0
D-(-)-Fructopyranose,Feces,203.1
Azelaic acid,Feces,0.0
Glyceric acid,Feces,0.0
D-Psicofuranose,Feces,54.5
Hymexazole,Feces,0.0
Deoxyribopyranose,Feces,18.8
"cis-4,5-Dihydroxy-o-dithiane",Feces,29.3
Salsoline,Feces,493.1
"Arabinofuranose, 1,2,3,5-tetrakis",Feces,1.8
"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate",Feces,34.7
3-Pyridylcarbinol,Feces,1013.3
Methylmaleic acid,Feces,146.5
Pentanedioic acid,Feces,266.6
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate",Feces,
Phloroglucinol,Feces,
1-Tetracosene,Feces,0.6
L-Proline,Feces,22.4
Erythritol,Feces,14.8
alpha-L-(-)-Fucopyranose,Feces,0.0
Dihydroxyacetone,Feces,1.2
