Name,Tissue,"BiBC, Feces-Cortex, via Plasma","BiBC, Feces-Cortex, via Plasma (%ile)","BiBC, Feces-Cortex, via Plexus","BiBC, Feces-Cortex, via Plexus (%ile)","BiBC, Feces-Cortex, via Plasma + Plexus","BiBC, Feces-Cortex, via Plasma + Plexus (%ile)","BiBC, Feces-Striatum, via Plasma","BiBC, Feces-Striatum, via Plasma (%ile)","BiBC, Feces-Striatum, via Plexus","BiBC, Feces-Striatum, via Plexus (%ile)","BiBC, Feces-Striatum, via Plasma + Plexus","BiBC, Feces-Striatum, via Plasma + Plexus (%ile)","BiBC, Plasma-Plexus","BiBC, Plasma-Plexus (%ile)","BiBC, Plasma - Cortex","BiBC Percentile, Plasma - Cortex","BiBC, Plasma - Striatum","BiBC Percentile, Plasma - Striatum","BiBC, Choroid Plexus - Cortex","BiBC Percentile, Choroid Plexus - Cortex","BiBC, Choroid Plexus - Striatum","BiBC Percentile, Choroid Plexus - Striatum","BiBC, Choroid Plexus - Remaining Brain","BiBC Percentile, Choroid Plexus - Remaining Brain","BiBC, Choroid Plexus - Other Transcriptomics","BiBC Percentile, Choroid Plexus - Other Transcriptomics"
Ess2,Choroid Plexus,72.2,49.3%,561.8,78.8%,513.5,83.4%,,,0.0,0.0%,0.0,0.0%,,,159.1,46.2%,,,154.3,37.7%,30.7,21.7%,16.0,21.4%,201.0,23.2%
Syt17,Choroid Plexus,240.3,68.4%,0.0,0.0%,92.1,48.7%,167.4,57.9%,3.5,21.6%,89.3,46.8%,367.0,48.7%,510.1,67.9%,244.4,50.4%,62.5,28.5%,363.2,47.9%,13.7,20.6%,439.3,30.9%
Ppp1r12a,Choroid Plexus,527.6,82.9%,889.7,89.3%,640.9,87.3%,422.5,77.2%,517.3,77.0%,459.2,81.1%,2423.7,92.5%,1630.8,90.9%,1229.6,86.0%,1779.3,85.2%,1155.0,76.1%,393.7,57.8%,3327.9,77.5%
Dctn2,Choroid Plexus,425.3,79.0%,1519.3,96.2%,400.2,78.5%,8.0,29.0%,1309.9,94.2%,110.6,49.9%,840.7,70.2%,1092.1,83.9%,200.3,48.0%,1186.0,77.1%,1025.2,72.8%,608.4,68.4%,2819.6,73.1%
Ppp1r1b,Choroid Plexus,712.2,87.2%,704.6,84.4%,634.9,87.2%,0.4,20.1%,0.3,18.1%,0.3,15.5%,104.3,33.3%,1266.0,86.4%,40.8,32.3%,1149.0,76.2%,67.2,27.8%,37.0,27.4%,1253.2,50.6%
Ncaph2,Choroid Plexus,627.7,85.6%,59.8,39.6%,471.6,81.7%,673.2,86.1%,608.3,81.0%,531.2,84.5%,1182.4,78.0%,673.5,73.1%,1536.6,89.5%,14.3,19.6%,53.8,26.1%,15.1,21.0%,83.2,17.2%
Gpank1,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Prcc,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Gsta3,Choroid Plexus,78.6,50.2%,0.0,0.0%,23.1,33.3%,210.0,61.4%,140.7,47.1%,195.1,59.8%,0.0,0.0%,66.6,37.5%,270.2,51.7%,224.4,42.9%,864.3,68.3%,535.5,65.4%,1624.3,56.8%
Pdlim5,Choroid Plexus,423.4,78.8%,537.8,77.5%,266.1,70.7%,926.0,90.8%,430.7,71.5%,471.8,81.8%,1132.9,77.3%,777.3,77.0%,1418.0,88.1%,1550.5,82.7%,1797.4,85.9%,1000.6,81.8%,4348.4,84.2%
Pycr2,Choroid Plexus,781.6,88.4%,944.1,90.0%,766.6,90.5%,264.0,69.1%,753.8,85.6%,458.5,81.0%,1063.8,75.8%,1598.0,90.5%,822.5,78.4%,3554.1,95.8%,3496.4,96.3%,2840.6,98.5%,9891.1,97.1%
Phf1,Choroid Plexus,0.0,0.0%,1.6,20.6%,0.1,15.1%,465.7,79.8%,343.4,67.0%,129.0,53.3%,734.0,67.2%,0.0,8.8%,979.7,81.2%,1609.6,83.7%,2215.6,89.6%,1127.2,84.8%,4952.4,87.0%
Gm12346,Choroid Plexus,561.8,83.9%,418.5,71.6%,376.7,77.2%,71.4,47.4%,457.6,74.0%,137.5,54.2%,158.3,37.2%,897.7,80.0%,326.4,54.8%,476.7,54.8%,407.5,49.6%,104.1,37.2%,988.3,45.6%
Mrpl17,Choroid Plexus,37.2,41.4%,19.7,30.1%,12.7,28.8%,50.9,43.9%,66.2,38.2%,44.9,38.6%,500.5,57.9%,81.0,39.3%,125.1,41.7%,694.1,61.5%,865.6,68.3%,1293.9,88.0%,2853.6,73.6%
Cast,Choroid Plexus,167.4,59.5%,166.1,50.7%,178.4,60.0%,423.1,77.3%,470.4,74.7%,463.3,81.4%,523.5,58.6%,162.2,46.3%,437.5,63.3%,497.7,55.8%,851.4,67.9%,364.0,56.1%,1713.0,58.4%
Lpgat1,Choroid Plexus,482.1,81.8%,26.6,32.0%,104.6,50.9%,628.2,84.8%,18.1,28.3%,124.8,52.3%,1425.6,81.9%,537.6,68.9%,759.9,76.4%,126.6,35.6%,115.7,33.2%,55.0,30.7%,297.3,26.7%
Lrguk,Choroid Plexus,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,82.2,31.1%,91.5,30.7%,102.1,36.9%,275.9,26.0%
Emd,Choroid Plexus,258.7,70.3%,338.5,67.9%,396.5,78.4%,235.1,67.1%,302.7,64.0%,262.5,69.1%,45.8,27.5%,290.0,55.6%,385.7,60.8%,608.0,58.9%,1055.1,73.5%,298.9,52.6%,1962.1,63.1%
Birc2,Choroid Plexus,10.0,31.1%,1347.1,94.9%,539.6,84.3%,0.0,0.0%,513.1,76.8%,74.1,44.3%,34.6,25.9%,232.5,51.7%,0.7,19.7%,1840.0,85.9%,813.6,66.4%,778.5,75.1%,3432.1,78.2%
Eipr1,Choroid Plexus,0.2,19.6%,,,0.0,0.0%,0.6,21.1%,,,0.3,15.7%,45.2,27.4%,13.8,27.1%,17.1,26.9%,,,,,,,,
Slc25a26,Choroid Plexus,0.0,0.0%,118.7,46.4%,116.2,52.7%,0.0,0.0%,51.5,35.6%,38.2,36.8%,,,0.0,8.8%,0.0,9.0%,1480.8,81.4%,1407.8,80.5%,812.9,76.8%,3701.5,80.0%
Usp9x,Choroid Plexus,204.9,62.4%,1128.7,92.9%,720.2,89.6%,100.0,50.7%,677.5,83.4%,424.6,79.1%,629.4,63.1%,323.2,56.6%,207.2,48.8%,2928.6,93.4%,2443.6,91.6%,2544.4,97.5%,7916.6,95.3%
Nfe2l2,Choroid Plexus,165.8,59.1%,606.0,80.5%,462.9,81.3%,28.8,38.5%,242.9,60.5%,115.1,50.8%,495.3,57.7%,790.1,77.4%,334.7,55.2%,1026.9,73.3%,641.3,58.8%,1481.0,90.5%,3149.3,76.3%
Baiap2l1,Choroid Plexus,230.8,67.3%,641.6,81.5%,611.1,86.7%,0.0,0.0%,223.3,57.8%,92.2,47.4%,,,409.7,63.2%,0.0,9.0%,1131.5,76.0%,646.4,59.1%,438.8,61.1%,2216.6,66.2%
Zfp879,Choroid Plexus,0.5,21.1%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,89.7,31.7%,126.7,43.5%,12.0,25.5%,737.0,63.2%,699.0,61.4%,404.0,58.4%,1840.0,60.7%
Flcn,Choroid Plexus,224.4,66.9%,45.7,36.8%,44.3,39.8%,106.2,51.8%,47.5,34.5%,62.9,41.9%,1554.4,83.9%,1176.9,85.2%,651.6,72.4%,436.1,53.1%,214.8,40.4%,132.6,40.1%,783.6,40.6%
Abtb2,Choroid Plexus,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,83.7,41.2%,96.6,48.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Map3k8,Choroid Plexus,,,25.7,31.6%,6.8,24.9%,618.2,84.6%,1540.9,95.4%,1372.8,97.1%,,,,,1004.4,81.9%,353.2,50.0%,1425.5,80.9%,419.0,59.9%,2197.8,65.9%
Scg5,Choroid Plexus,24.0,37.8%,30.7,33.3%,27.5,34.9%,1120.0,93.1%,577.8,79.5%,513.6,84.0%,458.3,54.9%,57.8,36.3%,1849.6,92.2%,1447.5,80.9%,2349.1,90.8%,1078.9,83.5%,4875.6,86.7%
Niban1,Choroid Plexus,137.1,56.6%,28.1,32.6%,54.7,42.0%,215.0,63.1%,222.0,57.2%,223.0,63.3%,989.0,74.2%,899.3,80.0%,969.0,81.0%,601.1,58.7%,1067.6,73.9%,734.7,72.6%,2403.4,69.0%
Sptan1,Choroid Plexus,400.5,77.5%,285.1,64.4%,277.2,71.5%,126.3,54.2%,101.4,43.2%,74.6,44.5%,1306.1,80.5%,2273.3,94.6%,1235.8,86.1%,2102.6,88.6%,1465.2,81.9%,804.9,76.3%,4372.7,84.3%
Psma4,Choroid Plexus,330.7,74.2%,1193.1,93.5%,1007.4,94.5%,68.5,47.0%,381.0,69.0%,225.1,65.1%,568.2,60.2%,691.6,73.9%,272.7,52.0%,1962.4,87.3%,1872.6,86.9%,1236.6,87.1%,5071.6,87.7%
Pigyl,Choroid Plexus,22.3,36.8%,25.7,31.5%,25.1,34.3%,,,,,,,,,685.0,73.7%,,,125.2,35.5%,11.7,18.0%,47.5,29.3%,184.5,22.7%
Cpxm2,Choroid Plexus,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,,,,,,,,,,,,
Cox18,Choroid Plexus,0.0,0.0%,0.0,0.0%,11.2,28.1%,0.0,0.0%,0.0,0.0%,2.5,19.9%,0.0,0.0%,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Pabpc1,Choroid Plexus,179.9,60.3%,530.7,77.1%,302.1,73.6%,136.1,55.2%,300.0,63.8%,178.8,58.3%,821.8,69.7%,242.3,52.7%,201.3,48.2%,2952.7,93.5%,2449.9,91.6%,2135.8,95.8%,7538.4,94.7%
Selenon,Choroid Plexus,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Dnajc7,Choroid Plexus,235.2,67.9%,704.5,84.3%,464.3,81.4%,1651.7,96.7%,2186.0,98.1%,1532.3,97.8%,2344.0,92.2%,1248.4,86.0%,4013.0,98.6%,5463.1,98.7%,5960.7,99.1%,3231.1,99.1%,14655.0,99.3%
Micall2,Choroid Plexus,215.0,63.8%,,,222.0,65.4%,0.0,0.0%,,,0.0,0.0%,623.0,62.1%,1023.0,82.4%,601.0,70.3%,,,,,,,,
Smpdl3b,Choroid Plexus,0.0,0.0%,23.7,31.1%,0.7,17.5%,34.4,40.2%,206.9,53.5%,141.2,54.7%,0.0,0.0%,0.0,8.8%,21.6,27.8%,12.3,19.1%,68.7,27.9%,21.3,23.0%,102.3,18.2%
Kif2a,Choroid Plexus,613.3,85.2%,1364.0,95.1%,1129.6,95.7%,254.8,68.7%,788.7,86.0%,651.0,87.8%,675.7,64.7%,1264.0,86.3%,582.1,69.1%,4830.9,97.9%,3432.6,96.2%,2344.8,96.6%,10608.3,97.8%
Lmtk3,Choroid Plexus,517.4,82.5%,274.2,63.7%,287.3,72.5%,7.3,28.5%,75.1,39.8%,48.1,39.4%,9.2,20.7%,383.6,61.6%,5.2,23.4%,318.9,48.5%,124.0,33.9%,299.0,52.6%,741.9,37.9%
Spmip6,Choroid Plexus,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,137.2,46.7%,134.7,54.1%,,,,,0.0,9.0%,0.0,7.1%,758.0,63.9%,758.0,73.5%,1516.0,54.6%
Ccn4,Choroid Plexus,,,,,,,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Pura,Choroid Plexus,2.9,25.5%,1209.8,93.8%,855.4,92.2%,414.3,77.1%,2508.5,98.6%,2064.7,98.6%,208.6,40.0%,19.3,28.7%,821.4,78.3%,1410.7,80.4%,2548.2,92.5%,825.5,77.2%,4784.5,86.1%
Gm15675,Choroid Plexus,593.5,84.6%,218.1,56.5%,143.3,56.4%,1617.2,96.6%,748.2,85.1%,674.8,88.5%,953.2,73.4%,684.0,73.6%,1291.1,86.6%,180.1,39.6%,475.1,52.3%,115.9,38.4%,771.1,40.1%
Mfsd3,Choroid Plexus,0.0,0.0%,35.0,34.8%,29.3,35.5%,0.0,0.0%,86.3,41.6%,67.8,43.1%,0.0,16.4%,0.1,17.7%,0.2,18.7%,241.0,44.0%,333.4,46.3%,108.9,37.6%,683.3,37.1%
Ro60,Choroid Plexus,50.0,45.3%,251.5,61.5%,160.9,58.0%,2.0,23.9%,57.4,37.2%,32.3,35.8%,135.4,35.2%,241.5,52.6%,38.8,31.8%,1823.9,85.6%,1335.2,78.9%,2978.2,98.7%,6137.2,91.8%
Cyyr1,Choroid Plexus,1404.3,95.1%,1708.4,97.1%,1392.6,97.5%,924.3,90.8%,1519.2,95.3%,1588.5,97.9%,2721.6,93.9%,2447.3,95.5%,1766.1,91.4%,4155.0,97.3%,3026.6,94.6%,3670.5,99.4%,10852.2,98.0%
Arhgef12,Choroid Plexus,1009.8,91.7%,380.5,69.3%,508.2,83.3%,1859.8,97.2%,696.9,83.9%,747.5,90.1%,1722.9,86.8%,1067.1,83.0%,2168.7,93.4%,2275.9,90.0%,3522.3,96.5%,2476.6,97.3%,8274.9,95.7%
Slc17a5,Choroid Plexus,28.4,39.0%,356.0,68.6%,155.7,57.5%,43.2,42.4%,97.4,42.5%,54.2,40.3%,470.8,56.0%,178.6,47.2%,124.7,41.7%,2288.3,90.2%,1748.3,85.5%,1547.5,91.3%,5584.0,89.9%
UNKNOWN,Choroid Plexus,592.0,84.6%,232.4,60.1%,256.7,70.1%,1135.4,93.3%,213.2,53.9%,309.4,73.0%,1566.6,84.1%,960.0,81.3%,1627.1,90.2%,2138.3,89.0%,2072.0,88.6%,2003.7,95.0%,6214.0,92.0%
Telo2,Choroid Plexus,24.7,38.0%,0.0,0.0%,6.2,24.6%,91.9,49.7%,0.0,0.0%,31.7,35.5%,33.0,25.5%,28.5,31.3%,107.8,39.8%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Copg1,Choroid Plexus,424.5,78.9%,467.9,74.6%,447.2,80.5%,15.1,33.4%,56.7,36.9%,46.6,39.0%,0.9,17.0%,794.6,77.7%,83.7,37.3%,2451.1,91.3%,2160.7,89.2%,1173.4,85.5%,5785.2,90.6%
Arf2,Choroid Plexus,215.0,64.1%,224.3,59.4%,227.5,66.8%,0.0,0.0%,0.0,0.0%,0.0,0.0%,367.0,49.7%,370.0,58.9%,0.0,9.0%,271.1,45.7%,313.4,45.4%,187.6,45.3%,772.1,40.1%
Slc29a4,Choroid Plexus,217.9,65.5%,94.4,43.6%,244.2,68.4%,0.0,0.0%,5.6,22.6%,15.6,29.5%,91.5,31.9%,398.4,62.9%,14.1,26.1%,737.0,63.2%,699.0,61.4%,1160.0,85.3%,2596.0,70.8%
Dynlt2b,Choroid Plexus,1050.9,92.1%,2361.4,98.6%,1547.3,97.9%,1924.2,97.4%,3419.0,99.5%,2548.4,99.2%,2255.8,91.4%,1244.4,86.0%,2225.1,93.9%,1855.4,86.1%,2017.1,88.0%,1752.1,93.3%,5624.6,90.1%
Fhl1,Choroid Plexus,0.8,22.1%,0.3,17.8%,0.1,14.6%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,7.7,24.7%,0.0,9.0%,55.8,27.4%,41.0,24.1%,50.2,29.7%,147.0,20.7%
Ppp5c,Choroid Plexus,215.0,64.0%,219.0,56.6%,222.0,65.2%,0.0,0.0%,0.0,0.0%,0.0,0.0%,734.0,67.1%,370.0,58.5%,0.0,9.0%,1408.9,80.3%,491.0,53.0%,583.1,67.2%,2482.9,69.8%
Zcchc17,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Arhgap5,Choroid Plexus,2948.0,99.0%,1236.4,94.1%,1151.7,96.0%,1504.4,95.7%,947.7,89.3%,585.2,85.9%,3676.4,96.8%,2973.4,96.8%,1385.7,87.8%,4273.7,97.5%,4198.1,97.8%,2229.7,96.2%,10701.6,97.8%
Cmtm8,Choroid Plexus,427.5,79.0%,1478.5,96.0%,935.3,93.5%,606.8,84.3%,1698.8,96.7%,1172.2,95.6%,2995.4,95.0%,2273.5,94.7%,2338.3,94.5%,102.9,33.7%,200.0,39.4%,81.4,34.2%,384.4,29.2%
Foxk2,Choroid Plexus,0.0,0.0%,1.1,19.8%,1.1,18.9%,0.0,0.0%,5.9,22.7%,4.8,22.5%,0.0,0.0%,0.0,8.8%,0.0,9.0%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Slk,Choroid Plexus,802.5,88.8%,1282.9,94.4%,1370.3,97.2%,316.6,72.1%,640.5,82.1%,586.1,86.0%,6179.0,99.3%,2839.2,96.5%,2297.0,94.2%,3017.5,94.0%,2123.0,89.0%,1226.6,86.8%,6367.0,92.4%
Tmem259,Choroid Plexus,2268.6,97.8%,842.7,88.3%,1051.1,94.9%,1489.2,95.5%,1185.8,92.6%,1201.7,95.9%,3385.2,96.0%,4369.2,98.7%,3726.4,98.4%,2475.7,91.5%,2580.7,92.7%,1897.2,94.2%,6953.6,93.7%
Lepr,Choroid Plexus,16.5,34.6%,73.8,41.2%,42.1,39.2%,129.7,54.6%,152.9,48.5%,138.3,54.3%,751.3,68.2%,36.5,32.8%,199.7,47.8%,454.2,53.8%,429.8,50.3%,1156.1,85.2%,2040.1,64.1%
Acox1,Choroid Plexus,0.0,0.0%,1241.9,94.2%,385.1,77.8%,0.5,20.8%,782.7,86.0%,187.7,59.1%,381.5,51.1%,0.5,19.1%,2.2,21.3%,1487.9,81.5%,1025.1,72.7%,1428.9,89.8%,3942.0,81.9%
Mcfd2,Choroid Plexus,1.0,22.5%,5.0,23.4%,1.0,18.5%,360.7,75.2%,102.6,43.4%,95.3,47.8%,51.4,28.3%,11.6,26.1%,684.6,73.2%,1175.4,76.8%,3204.1,95.4%,989.1,81.4%,5368.6,88.7%
Zbtb37,Choroid Plexus,35.6,40.8%,1110.7,92.6%,709.6,89.3%,0.3,20.1%,500.3,76.2%,262.2,69.1%,39.1,26.6%,94.3,40.5%,2.3,21.4%,1101.9,75.2%,556.2,55.7%,316.4,53.4%,1974.5,63.2%
Smarca2,Choroid Plexus,102.8,53.4%,891.2,89.4%,629.7,87.1%,119.8,53.4%,690.3,83.6%,520.4,84.3%,834.3,69.8%,316.0,56.1%,381.4,60.5%,2081.8,88.4%,2022.5,88.1%,1244.5,87.3%,5348.7,88.6%
Zfp638,Choroid Plexus,746.3,87.8%,797.2,87.2%,726.3,89.6%,4591.7,99.5%,3098.1,99.4%,3096.1,99.6%,4628.8,97.9%,2643.6,96.0%,11178.8,99.9%,5121.8,98.4%,10899.5,100.0%,3497.7,99.2%,19519.0,99.8%
Ccdc18,Choroid Plexus,113.6,54.4%,330.5,67.3%,178.1,60.0%,0.0,0.0%,0.8,18.6%,0.7,16.5%,0.6,16.8%,133.6,44.3%,0.2,19.0%,1462.7,81.1%,653.9,59.6%,1105.4,84.2%,3222.1,76.8%
Slc16a7,Choroid Plexus,0.0,0.0%,28.1,32.6%,17.4,31.0%,0.0,0.0%,222.0,57.2%,37.6,36.7%,0.0,0.0%,0.0,8.8%,0.0,9.0%,41.2,25.0%,47.4,25.2%,48.7,29.5%,137.3,20.2%
Fam167b,Choroid Plexus,,,260.4,62.6%,297.4,73.2%,,,0.0,0.0%,0.0,0.0%,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Zfp513,Choroid Plexus,,,0.0,0.0%,0.0,0.0%,,,0.0,0.0%,0.0,0.0%,,,,,,,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cracr2b,Choroid Plexus,114.3,54.6%,79.1,41.9%,83.9,47.6%,63.6,46.3%,3.9,21.9%,12.6,27.9%,0.0,0.0%,324.1,56.6%,155.4,44.5%,911.3,70.5%,703.9,62.0%,117.5,38.7%,1732.6,58.9%
Mrpl28,Choroid Plexus,31.3,40.1%,141.0,47.9%,95.3,49.6%,203.1,60.9%,183.7,51.5%,183.7,58.8%,737.5,67.8%,49.0,35.1%,317.5,54.4%,302.9,47.3%,326.7,46.2%,164.6,43.3%,794.2,40.9%
Ndufs3,Choroid Plexus,79.8,50.3%,103.2,44.6%,44.1,39.6%,330.8,73.2%,206.5,53.4%,235.4,66.6%,343.8,46.8%,100.8,41.4%,553.8,67.8%,72.5,29.9%,98.8,31.3%,55.4,30.8%,226.7,24.2%
Nt5m,Choroid Plexus,128.4,56.0%,185.9,53.0%,24.9,34.2%,528.0,81.9%,509.5,76.6%,179.4,58.4%,3951.0,97.5%,375.3,60.8%,944.7,80.3%,816.6,67.3%,1196.0,76.8%,1016.5,82.0%,3029.0,75.0%
Pawr,Choroid Plexus,458.2,80.9%,949.0,90.1%,586.2,85.7%,126.1,54.1%,308.7,64.3%,179.5,58.4%,198.8,39.3%,945.2,80.8%,322.4,54.7%,3552.9,95.8%,3404.6,96.0%,3049.7,98.9%,10007.1,97.3%
Rnf187,Choroid Plexus,2.4,24.8%,5.3,23.6%,3.8,22.6%,573.5,83.2%,816.7,86.7%,694.0,88.8%,2.9,17.9%,8.8,25.2%,1149.0,85.1%,1081.7,74.5%,2992.6,94.4%,785.9,75.6%,4860.3,86.6%
Osbp,Choroid Plexus,2819.3,98.9%,1367.5,95.1%,1065.2,95.1%,828.9,89.3%,668.2,83.1%,362.9,75.9%,3217.4,95.8%,3684.6,97.7%,1423.8,88.2%,1971.3,87.5%,1299.3,78.6%,1006.6,81.8%,4277.2,83.8%
Pradc1,Choroid Plexus,,,,,,,,,,,,,,,,,,,,,,,,,,
Dek,Choroid Plexus,41.5,42.9%,333.1,67.6%,212.4,63.7%,677.7,86.2%,1172.5,92.5%,953.8,93.5%,2249.8,91.3%,479.3,66.8%,1555.8,89.8%,2500.3,91.7%,4096.7,97.4%,1670.5,92.6%,8267.5,95.7%
Gpr19,Choroid Plexus,166.3,59.3%,252.4,61.7%,219.2,64.3%,344.5,74.2%,440.2,72.2%,399.3,78.2%,,,549.3,69.2%,668.7,72.9%,667.4,60.8%,1130.4,75.3%,517.2,64.4%,2315.0,67.8%
Pmm2,Choroid Plexus,13.8,33.3%,0.0,0.0%,1.9,20.6%,436.2,78.5%,16.5,27.6%,155.6,55.9%,104.3,33.2%,53.0,35.7%,438.1,63.4%,6.4,17.1%,82.5,29.9%,40.9,28.1%,129.8,19.9%
Pold1,Choroid Plexus,0.0,0.0%,0.0,0.0%,0.0,0.0%,256.3,68.7%,139.0,46.9%,194.0,59.7%,0.0,0.0%,0.0,8.8%,399.8,61.5%,320.4,48.6%,634.4,58.5%,308.8,53.1%,1263.6,50.9%
Tomm34,Choroid Plexus,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,0.0%,0.0,8.8%,0.0,9.0%,63.3,28.7%,80.6,29.6%,184.6,45.0%,328.5,27.9%
S100a8,Choroid Plexus,1.2,23.1%,0.0,0.0%,0.8,17.9%,0.1,18.9%,0.0,0.0%,5.9,23.7%,63.9,29.8%,22.9,29.5%,31.6,30.6%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Mtap,Choroid Plexus,881.7,90.7%,2461.3,98.7%,1895.2,98.7%,0.4,20.4%,1093.4,91.5%,397.0,78.0%,141.8,35.7%,1398.9,88.3%,6.3,24.1%,985.6,72.5%,171.1,37.3%,382.5,57.1%,1539.3,55.5%
Stat3,Choroid Plexus,3.1,25.8%,0.0,0.0%,1.6,19.9%,119.0,53.4%,27.9,31.3%,73.8,44.2%,395.1,51.7%,32.6,32.4%,271.6,51.8%,0.0,7.1%,0.0,6.8%,0.0,7.1%,0.0,6.1%
Cep95,Choroid Plexus,55.7,46.5%,74.7,41.4%,68.2,45.0%,24.8,37.4%,56.5,36.8%,42.5,38.0%,3.5,18.1%,73.4,38.1%,51.4,33.6%,484.4,55.2%,482.1,52.6%,424.1,60.2%,1390.6,52.7%
Ncoa5,Choroid Plexus,0.0,0.0%,0.0,0.0%,0.0,0.0%,,,,,,,,,0.0,8.8%,,,21.9,21.5%,14.8,18.8%,25.5,24.1%,62.2,15.6%
Ddb1,Choroid Plexus,394.5,77.1%,304.4,65.7%,301.6,73.5%,466.1,79.9%,281.2,62.8%,286.8,71.3%,532.9,59.1%,533.7,68.6%,846.3,78.7%,1975.3,87.6%,2366.8,90.9%,1230.0,86.9%,5572.1,89.7%
Agbl3,Choroid Plexus,251.2,69.7%,1703.4,97.0%,1434.1,97.7%,0.0,0.0%,118.9,44.9%,63.5,41.9%,0.0,0.0%,610.8,71.1%,0.0,9.0%,1870.0,86.4%,414.8,49.8%,1073.1,83.3%,3357.9,77.9%
Krt23,Choroid Plexus,,,219.0,57.7%,222.0,65.9%,,,222.0,56.7%,223.0,64.7%,,,,,,,737.0,63.2%,699.0,61.4%,404.0,58.4%,1840.0,60.6%
Nek8,Choroid Plexus,110.7,54.3%,155.6,49.4%,136.1,55.6%,272.7,69.7%,460.5,74.2%,438.3,79.8%,671.6,64.5%,776.8,76.9%,1281.8,86.4%,1915.5,87.0%,2097.3,88.9%,1555.6,91.4%,5568.5,89.7%
mt-Nd2,Choroid Plexus,86.2,51.3%,300.1,65.3%,235.0,67.5%,394.7,76.4%,749.9,85.2%,654.8,88.0%,839.4,70.0%,351.2,57.6%,1110.4,84.3%,1483.9,81.5%,2904.4,94.2%,756.3,73.3%,5144.7,88.0%
Tax1bp3,Choroid Plexus,216.2,65.2%,148.0,48.5%,113.9,52.3%,645.9,85.3%,666.0,82.9%,669.0,88.4%,5.7,18.9%,372.6,60.4%,1108.7,84.1%,759.3,64.8%,251.4,42.4%,27.7,24.6%,1038.3,46.7%
Lrrc17,Choroid Plexus,1507.3,95.5%,258.1,62.3%,280.8,71.7%,581.6,83.5%,120.8,45.0%,158.1,56.3%,1472.3,82.4%,2192.5,94.1%,988.5,81.5%,858.2,68.9%,538.8,55.0%,321.3,53.8%,1718.3,58.5%
Dync2li1,Choroid Plexus,271.6,71.0%,3217.7,99.6%,3058.3,99.6%,20.4,35.6%,1646.0,96.1%,1236.3,96.1%,130.1,34.8%,706.8,74.4%,72.2,36.0%,2824.2,93.0%,2452.5,91.7%,1190.3,85.9%,6467.0,92.7%
Ccdc59,Choroid Plexus,29.7,39.7%,44.0,36.1%,34.2,36.9%,53.7,44.3%,73.1,39.3%,56.7,40.9%,202.0,39.5%,75.3,38.5%,188.3,47.1%,354.4,50.1%,417.3,49.9%,213.7,47.6%,985.4,45.5%
Gas6,Choroid Plexus,38.5,41.9%,263.7,63.0%,107.8,51.5%,534.8,82.2%,833.9,87.1%,601.6,86.3%,912.9,72.3%,1290.6,86.8%,1639.2,90.3%,1490.4,81.6%,2622.4,93.0%,605.8,68.2%,4718.7,85.8%
Amfr,Choroid Plexus,244.2,69.0%,609.9,80.7%,452.5,80.7%,216.5,64.8%,493.9,75.6%,313.9,73.2%,289.5,44.3%,763.1,76.3%,554.2,67.8%,1226.2,77.9%,1167.9,76.3%,622.2,68.9%,3016.3,74.8%
Pdap1,Choroid Plexus,2963.9,99.1%,794.8,86.8%,1016.7,94.5%,1758.4,97.1%,342.0,66.9%,498.3,83.4%,5267.5,99.1%,5539.0,99.2%,3608.5,98.1%,6248.0,99.3%,4204.0,97.8%,3006.7,98.8%,13458.7,99.0%
