ID,75.0,100.0,101.0,102.0,103.0,104.0,105.0,106.0,896.0,897.0,T0.5,T0.6,T0.7,T0.8,74.0,71.0,73.0,76.0,77.0
"Ethanone, 1-(2,5-dimethoxyphenyl)--PLS",16.824449814698703,17.824529957307952,17.467977900764005,17.650336331738295,17.621707351223883,13.835109415878796,,17.178829941368328,,,,,18.044120996397353,,17.03154309257876,16.824449814698703,17.650336331738295,18.044120996397353,17.935983195941898
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)--PLS",7.4276986881204445,10.487163562650125,8.15937216568915,9.639279878391076,9.91701215474619,,,9.372726265208788,,,,,16.642589612221037,,6.146813626862924,7.832200207475027,,,
Ethyl alpha-D-glucopyranoside-PLS,9.126955660341611,,,15.959899538279508,,,,12.986523748703965,,,,,,,,,10.103061377085483,10.581441847888094,
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate-PLS,23.758738379140897,23.758738379140897,22.69162314545852,23.23247857011457,23.34967446281527,22.80811880177812,,23.001707748582664,,,,,23.674041468855357,,23.34967446281527,22.603355935635346,22.41266987564392,21.29634727003021,22.07788483310207
Fenitrothion-PLS,22.80811880177812,23.096526775142703,23.096526775142703,22.80811880177812,23.43092108552893,22.07788483310207,,22.739633443810902,,,,,22.652834739929823,,21.902918544870673,22.80811880177812,21.902918544870673,22.364856598266663,21.06428331261732
"Furan-2-carboxaldehyde, 5-(1-piperidyl)--PLS",,,,,,10.103061377085483,,,,,,,14.692377037768548,,,,,,
"Furan, 2-pentyl--PLS",,,16.793350431663708,17.467977900764005,16.431876234325085,13.157139364356086,,16.942297672210348,,,,,,,,17.467977900764005,,19.216290412165844,
Galactopyranose-PLS,16.215655550535164,17.063095861813558,17.063095861813558,18.29473955450928,16.890630073494346,15.50996662300238,,16.722343703115534,,,,,18.773297790188135,,16.173385070385063,17.03154309257876,12.381396768644064,11.353858129994816,17.921699223705524
Gln-Ala-PLS,,,,,,17.80327182263374,,20.378807215605885,,,,,,,,,,,
Glucopyranose-PLS,27.87116446275615,,,,,,,,,,,,32.81957410394626,,,,32.33777909765045,32.33777909765045,32.81957410394626
Glucose-PLS,20.552792736355716,16.296694334772837,21.944078744168618,16.722343703115534,13.959297643316775,,,23.674041468855357,,,,,,,18.92948321671997,7.144664087019271,,22.304325854433003,23.392124257706023
Glyceric acid-PLS,25.892103474848703,25.65375762351027,26.336013775913138,24.80567999358303,26.262460645745197,25.456846018865527,,25.956674308497803,,,,,,,25.114037128923517,26.88517410246148,,,
Glycine-PLS,21.29634727003021,20.184444684469597,22.113886571235973,19.757255053870416,20.552792736355716,26.083108472484493,,20.43082442687004,,,,,28.86821948913465,,20.904248166152783,20.9474612768701,26.97864927070259,26.97864927070259,26.262460645745197
"Glycine, N-(1-oxobutyl)--PLS",19.017051617864738,20.33875187774957,23.674041468855357,20.80489511104324,23.392124257706023,21.902918544870673,,21.68227601271121,,,,,20.50238442778713,,18.457698982875193,17.098247966701216,21.987871187229715,21.44846377506137,22.85174109460445
"Glycine, N-(N-DL-leucylglycyl)--PLS",21.47387463781737,20.04352639872829,,,,,,,,,,,,,,,,,
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]--PLS",20.641185112480407,22.07788483310207,22.238687364641955,,22.652834739929823,21.754482536444257,,21.944078744168618,,,,,22.18104577318851,,20.31399972836029,20.465455927474544,23.23247857011457,23.476707946591816,23.5418231098117
Glycolic acid-PLS,25.956674308497803,25.748435762924583,24.955734879361255,25.748435762924583,25.5486130407531,25.5486130407531,,25.65375762351027,,,,,25.830536737508655,,25.18438279150517,25.830536737508655,26.336013775913138,26.688296250168637,26.97864927070259
Glycyl-l-glutamine-PLS,,,,,,16.043041968173664,,,,,,,,,,15.910670785094178,20.33875187774957,21.06428331261732,20.109784293541928
Glyoxime-PLS,17.779869188780314,18.457698982875193,17.96954724507801,18.21595138465398,18.457698982875193,16.173385070385063,,18.076864187283352,,,,,20.598247082305367,,17.650336331738295,18.29473955450928,19.587671351045792,19.91566388957328,19.712597982232538
Guanabenz-PLS,24.38950884546223,25.346447218326855,25.456846018865527,27.35080930431848,26.88517410246148,28.512285008123772,,26.336013775913138,,,,,28.75102047283294,,26.398894623670113,28.135820642697656,,,
"Guanidine, N,N-dimethyl--PLS",25.830536737508655,26.262460645745197,24.80567999358303,26.083108472484493,25.956674308497803,26.199444423522287,,25.892103474848703,,,,,27.256142839662328,,25.892103474848703,26.688296250168637,24.38950884546223,24.955734879361255,25.18438279150517
"Gulonic acid, gamma-lactone-PLS",,,17.824529957307952,,12.986523748703965,18.18112051348329,,,,,,,,,,,,,
Heptadecanoic acid-PLS,22.85174109460445,23.285680757297676,22.652834739929823,22.85174109460445,22.923545225493076,22.47089992503555,,22.69162314545852,,,,,23.867834695237427,,22.962755382683,22.923545225493076,22.77394850712227,23.499714234454775,23.31473498260834
Heptanoic acid-PLS,18.62320952703211,19.91566388957328,18.713278630951436,19.316922041205537,18.525704336604186,18.366470825535732,,18.21595138465398,,,,,20.552792736355716,,18.98218827453955,20.267081883340577,17.85878822242499,18.92948321671997,18.96000390404063
Hexanedioic acid-PLS,17.824529957307952,19.18758104800888,17.779869188780314,20.130236493335563,17.80327182263374,17.008970665400685,,17.098247966701216,,,,,19.45983311048741,,17.708997530181296,17.89081319731643,18.804449127817957,19.278093190384485,19.45983311048741
Hexanoic acid-PLS,24.12766401979312,24.38950884546223,25.18438279150517,25.114037128923517,24.201821337436236,23.23247857011457,,24.67075897659381,,,,,26.199444423522287,,23.476707946591816,26.97864927070259,23.82125403668297,25.830536737508655,24.60826210981605
Hexanoylglycine-PLS,10.916084038114388,10.185437394870892,13.7906352352548,13.63504051758814,14.613893875619754,10.87441187394816,,13.400266916117117,,,,,17.178829941368328,,7.967368779622313,8.329782236261716,16.51427461509239,15.32315084351233,16.33169470261963
Hippuric acid-PLS,20.80489511104324,22.85174109460445,21.802032080926853,21.68227601271121,21.754482536444257,20.109784293541928,,22.271197952885732,,,,,22.923545225493076,,21.170805030513375,21.02163069756202,21.68227601271121,22.603355935635346,22.271197952885732
Homocysteine thiolactone-PLS,12.038323619179486,10.916084038114388,8.988656312918604,10.185437394870892,10.820501092757954,13.586829175214987,,10.447680353946373,,,,,,,8.90021346021266,10.719361350726109,18.90071765847745,18.830707893863902,18.29473955450928
Hydantoic acid-PLS,19.83038855520012,,,,,,,,,,,,,,,,21.577935223320956,,21.987871187229715
Hydracrylic acid-PLS,21.400348156030244,20.97790952449444,21.255272820313525,21.225126785657633,21.52830388295183,20.465455927474544,,21.503306389415624,,,,,22.113886571235973,,21.503306389415624,21.06428331261732,22.364856598266663,22.41266987564392,22.603355935635346
Hydroquinidine-PLS,11.846280387206724,13.552372804686884,15.829949939083589,,14.043058300928584,14.52621186212083,,13.157139364356086,,,,,,,13.63504051758814,16.539318035939896,,15.691624370184298,15.959899538279508
Hydroquinone-PLS,17.13799735138752,18.241505200446532,16.76385170691958,17.444451693835916,17.683580593266555,14.122295579382564,,17.03154309257876,,,,,,,17.208089233323776,18.044120996397353,19.45983311048741,20.33875187774957,
Indole-3-carboxaldehyde-PLS,13.997572206131496,,10.87441187394816,,9.278074164718992,,,,,,,,,,,,17.511627210071026,17.331586964820783,17.683580593266555
Indole-3-lactic acid-PLS,22.18104577318851,,22.07788483310207,20.21820514532033,20.465455927474544,23.5418231098117,,18.96000390404063,,,,,25.23727152067979,,22.18104577318851,20.40155502840497,23.674041468855357,,
Indole-5-carboxylic acid-PLS,10.9676341767647,12.986523748703965,9.126955660341611,12.381396768644064,7.933656850586039,7.540516501033772,,10.779364047478886,,,,,,,10.381129023201009,5.24052017936675,15.764571468261378,16.173385070385063,16.13854448062676
"Inosose-2, 1,3,4,5,6-pentakis--PLS",23.16278384989712,23.23247857011457,23.06461365193157,23.34967446281527,23.31473498260834,23.34967446281527,,21.802032080926853,,,,,24.53851433370664,,23.499714234454775,23.34967446281527,23.392124257706023,23.998791804161524,24.346187767528622
Isofucosterol-PLS,4.6400580355342065,8.988656312918604,7.144664087019271,8.228155816633913,,,,8.437110709802193,,,,,16.942297672210348,,,,10.87441187394816,12.491917499468393,13.759165430465584
Isonicotinic Acid-PLS,21.330812193751044,21.577935223320956,21.170805030513375,21.06428331261732,21.330812193751044,21.126766697686,,21.255272820313525,,,,,,,21.400348156030244,21.44846377506137,13.44785777914504,,14.613893875619754
Isopropyl palmitate-PLS,8.437110709802193,,,10.916084038114388,,7.36848201745798,,8.29113811998227,,,,,16.089133075322387,,,,11.102458222294844,11.241440816702292,13.188369099873729
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]--PLS",33.78761740019219,34.706205808341934,33.16415523395508,34.706205808341934,33.78761740019219,32.507302960893874,,34.106248246563986,,,,,32.1818271710086,,34.706205808341934,34.106248246563986,35.693703954018424,34.706205808341934,35.693703954018424
Isoxaben-PLS,17.279278563968912,19.017051617864738,18.98218827453955,17.921699223705524,19.377808404693912,,,18.98218827453955,,,,,17.824529957307952,,,18.85979253401195,20.07442852956916,20.01457991794391,20.97790952449444
Itaconic acid-PLS,12.884525409862489,14.122295579382564,11.353858129994816,13.872006254544882,13.50305474444232,8.613126201401867,,12.915434771845534,,,,,,,12.381396768644064,12.127419990584452,13.900376578766428,16.431876234325085,
Ketamine -PLS,31.841218981643156,31.841218981643156,31.156755336957502,32.1818271710086,32.507302960893874,31.841218981643156,,31.967927527746635,,,,,32.33777909765045,,32.1818271710086,31.967927527746635,31.841218981643156,32.507302960893874,32.1818271710086
L-(+)-Threose-PLS,23.58583718234828,,,17.85878822242499,,,,22.33727443783785,,,,,,,23.23247857011457,22.438015312015015,,25.65375762351027,
L-5-Oxoproline-PLS,,16.856624003417725,,,,20.552792736355716,,18.874713142102472,,,,,19.216290412165844,,17.13799735138752,,20.184444684469597,20.598247082305367,20.641185112480407
L-Alanine-PLS,26.97864927070259,27.59196159642635,27.16552195329649,27.730404214165432,26.398894623670113,28.02081495042844,,27.256142839662328,,,,,28.02081495042844,,26.88517410246148,27.59196159642635,24.452431532790055,26.620180091253495,18.830707893863902
L-Asparagine-PLS,,22.77394850712227,,23.16278384989712,,,,,,,,,26.688296250168637,,,,27.256142839662328,28.135820642697656,27.59196159642635
L-Aspartic acid-PLS,23.91498035470696,24.05735318241569,26.083108472484493,23.58583718234828,25.830536737508655,26.526117111747908,,24.27524702217074,,,,,28.640258399442175,,23.636143457181088,25.956674308497803,26.79412506776079,27.730404214165432,27.730404214165432
L-Citrulline-PLS,6.823750767284803,,20.50238442778713,,,21.577935223320956,,,,,,,,,,,21.225126785657633,21.68227601271121,23.16278384989712
L-Cysteine-PLS,18.29473955450928,17.89081319731643,19.017051617864738,17.89081319731643,18.42569287059672,20.9474612768701,,17.80327182263374,,,,,20.850808007325995,,18.42569287059672,17.824529957307952,19.423019197260075,,18.044120996397353
L-Glutamic acid-PLS,23.23247857011457,23.392124257706023,23.758738379140897,24.53851433370664,24.12766401979312,24.452431532790055,,23.096526775142703,,,,,23.58583718234828,,22.77394850712227,23.964464936739255,25.456846018865527,25.892103474848703,26.79412506776079
L-Glutamine-PLS,19.45983311048741,10.779364047478886,11.514267928236327,15.99060909930342,12.127419990584452,18.589884782600464,,16.173385070385063,,,,,18.92948321671997,,13.997572206131496,8.437110709802193,19.62961379534143,18.74513236024381,19.216290412165844
l-Histidine ethyl ester-PLS,26.336013775913138,24.53851433370664,26.199444423522287,26.79412506776079,,29.55723865351153,,25.748435762924583,,,,,,,26.79412506776079,,28.135820642697656,29.55723865351153,28.86821948913465
L-Hydroxyproline-PLS,21.987871187229715,23.58583718234828,23.476707946591816,24.05735318241569,22.14273213901254,21.29634727003021,,24.346187767528622,,,,,,,23.5418231098117,24.346187767528622,26.083108472484493,,
L-Isoleucine-PLS,29.938705848477905,29.55723865351153,29.813278009547275,29.813278009547275,30.457081396291464,29.938705848477905,,29.55723865351153,,,,,30.891767559762418,,30.457081396291464,30.891767559762418,29.69514394543,,30.891767559762418
L-Leucine-PLS,34.106248246563986,34.106248246563986,34.706205808341934,33.16415523395508,34.706205808341934,34.706205808341934,,34.706205808341934,,,,,33.78761740019219,,34.106248246563986,34.706205808341934,,29.813278009547275,34.106248246563986
L-Lysine-PLS,29.03771908795941,27.730404214165432,27.730404214165432,27.057183565755455,26.083108472484493,27.16552195329649,,26.79412506776079,,,,,28.512285008123772,,27.256142839662328,27.256142839662328,26.688296250168637,28.26473762365941,27.87116446275615
"L-Lysine, ethyl ester -PLS",32.81957410394626,31.5319767488737,33.78761740019219,30.891767559762418,32.33777909765045,34.106248246563986,,31.5319767488737,,,,,35.693703954018424,,32.33777909765045,33.16415523395508,,,
L-Methionine-PLS,26.620180091253495,23.71646044844103,24.60826210981605,22.887776930665837,26.620180091253495,28.973383738125385,,24.38950884546223,,,,,27.35080930431848,,25.956674308497803,25.892103474848703,29.42215064965163,30.300874927423912,29.42215064965163
L-Norleucine-PLS,,,,,,,,,,,,,,,,,28.26473762365941,28.973383738125385,28.02081495042844
L-Ornithine-PLS,21.364094453942236,21.170805030513375,21.29634727003021,20.904248166152783,21.400348156030244,17.708997530181296,,20.552792736355716,,,,,,,21.10323006124817,21.47387463781737,22.739633443810902,22.438015312015015,21.44846377506137
L-Proline-PLS,33.16415523395508,33.16415523395508,34.106248246563986,34.106248246563986,34.106248246563986,32.81957410394626,,33.78761740019219,,,,,34.106248246563986,,33.78761740019219,33.78761740019219,34.706205808341934,35.693703954018424,34.706205808341934
L-Threitol-PLS,8.90021346021266,11.102458222294844,,7.36848201745798,,7.832200207475027,,,,,,,,,9.879569371440734,8.613126201401867,,,
L-Threonine-PLS,23.43092108552893,23.82125403668297,23.43092108552893,22.739633443810902,24.80567999358303,24.67075897659381,,23.392124257706023,,,,,23.5418231098117,,23.91498035470696,24.452431532790055,27.44710763589729,,29.03771908795941
L-Tryptophan-PLS,30.457081396291464,26.199444423522287,30.13788546866501,29.69514394543,27.87116446275615,31.5319767488737,,27.87116446275615,,,,,31.156755336957502,,29.938705848477905,13.900376578766428,30.891767559762418,31.156755336957502,30.457081396291464
"L-Tryptophan, N-acetyl-1-PLS",16.539318035939896,,16.578530185205423,14.376416116849263,13.872006254544882,15.764571468261378,,15.32315084351233,,,,,19.400573338613544,,16.215655550535164,,17.331586964820783,17.30319236244251,17.37328371774847
L-Valine-PLS,31.324644050871903,30.891767559762418,31.841218981643156,31.5319767488737,31.5319767488737,30.891767559762418,,30.65717937450398,,,,,31.841218981643156,,31.324644050871903,32.1818271710086,32.1818271710086,32.1818271710086,32.33777909765045
Lactic Acid-PLS,26.398894623670113,27.35080930431848,26.79412506776079,26.88517410246148,26.79412506776079,27.057183565755455,,27.057183565755455,,,,,23.964464936739255,,26.688296250168637,27.35080930431848,23.476707946591816,22.14273213901254,25.23727152067979
Latanoprost lactone diol-PLS,,,,,,17.03154309257876,,,,,,,,,,14.330881153188566,17.008970665400685,16.793350431663708,16.856624003417725
Leucylglycine-PLS,,,,,,,,,,,,,,,,,25.114037128923517,,
Levulinic acid-PLS,18.85979253401195,19.13231528605265,17.935983195941898,19.13231528605265,18.773297790188135,17.467977900764005,,18.3195577667795,,,,,20.727263101338032,,18.011945809392607,18.265045269766112,17.96954724507801,18.773297790188135,18.92948321671997
Luteolin -PLS,,22.47089992503555,,21.400348156030244,22.02643659484934,,,19.16204885922198,,,,,,,21.52830388295183,22.238687364641955,15.405088110112333,15.176027156892824,
Malic acid-PLS,18.265045269766112,18.011945809392607,18.804449127817957,14.895013095346137,19.587671351045792,18.076864187283352,,18.525704336604186,,,,,19.569789218276146,,17.824529957307952,18.773297790188135,20.40155502840497,19.25222919743205,20.69686745963743
meso-Erythritol-PLS,,,,23.636143457181088,,25.830536737508655,,22.113886571235973,,,,,,,22.887776930665837,22.77394850712227,22.553503852523686,,
Metanephrine-PLS,21.225126785657633,,20.31399972836029,22.603355935635346,21.647293340735764,16.722343703115534,,23.91498035470696,,,,,,,23.964464936739255,22.02643659484934,,,
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)--PLS",18.773297790188135,18.90071765847745,19.685863369159293,,19.13231528605265,,,19.66339577406718,,,,,,,19.712597982232538,,21.647293340735764,20.904248166152783,
"Methanone, [1-(5-chloropentyl)-1H-indol-3-yl](4-methyl-1-naphthalenyl)--PLS",,,,,,,,,,,,,,,,,,,
"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-PLS",27.44710763589729,28.512285008123772,28.512285008123772,27.44710763589729,30.13788546866501,26.79412506776079,,27.16552195329649,,,,,30.300874927423912,,30.300874927423912,29.938705848477905,30.030817434434844,29.938705848477905,31.156755336957502
"Methyl 2,4-dihydroxybenzoate-PLS",26.688296250168637,26.526117111747908,,25.23727152067979,24.38950884546223,24.38950884546223,,26.398894623670113,,,,,26.336013775913138,,24.80567999358303,23.998791804161524,27.16552195329649,27.44710763589729,27.35080930431848
Methyl alpha-Lyxofuranoside-PLS,,,,,,,,,,,,,,,,,18.3195577667795,18.874713142102472,18.21595138465398
Methyl aminoacetate-PLS,8.385594771060665,10.9676341767647,10.581441847888094,10.22792834487666,10.447680353946373,,,10.185437394870892,,,,,16.33169470261963,,9.795177828891289,6.5884417535318525,13.299524273064169,13.245043604410627,13.959297643316775
"Methyl galactoside (1R,2S,3S,4R,5R)--PLS",11.241440816702292,,15.045670240781394,13.900376578766428,11.787821025237156,,,,,,,,20.378807215605885,,13.355211543419566,6.823750767284803,19.16204885922198,19.353575759476485,19.569789218276146
Methyl isovanillate-PLS,9.639279878391076,9.879569371440734,12.915434771845534,12.038323619179486,13.299524273064169,12.631619337862183,,12.572828378502546,,,,,,,10.447680353946373,9.639279878391076,11.353858129994816,,
Methyl leucinate-PLS,,,,24.60826210981605,,,,,,,,,,,25.748435762924583,,25.65375762351027,,26.083108472484493
Methyl-3-methoxy-5-methyl benzoate-PLS,8.613126201401867,10.820501092757954,,10.779364047478886,9.126955660341611,15.32315084351233,,8.228155816633913,,,,,,,9.278074164718992,8.15937216568915,,,
Methylmalonic monoamide-PLS,,11.353858129994816,10.487163562650125,11.58713484385685,11.102458222294844,10.916084038114388,,10.916084038114388,,,,,,,10.779364047478886,10.916084038114388,16.824449814698703,17.098247966701216,17.063095861813558
Methylsuccinic acid-PLS,10.381129023201009,13.50305474444232,12.822382543647407,13.759165430465584,13.355211543419566,12.038323619179486,,12.381396768644064,,,,,19.18758104800888,,11.960071832447396,11.102458222294844,,17.824529957307952,
Mirin-PLS,32.507302960893874,27.44710763589729,32.33777909765045,32.33777909765045,33.16415523395508,32.1818271710086,,33.16415523395508,,,,,,,33.16415523395508,32.33777909765045,,,
Mitoxantrone-PLS,16.296694334772837,,17.03154309257876,17.178829941368328,17.779869188780314,21.647293340735764,,,,,,,,,16.642589612221037,17.540896818304443,,21.503306389415624,
"Morpholine, 4-(2,6-dimethoxybenzoyl)-2,6-dimethyl--PLS",20.378807215605885,22.33727443783785,21.06428331261732,22.113886571235973,22.41266987564392,16.687578694623078,,22.18104577318851,,,,,,,21.330812193751044,21.52830388295183,,,
"Morpholine, 4-[2,3,4,6-tetrakis-O-(trimethylsilyl)-alpha-d-mannopyranosyl]--PLS",,,,,,19.91566388957328,,,,,,,,,,,,18.241505200446532,
Myristic acid-PLS,25.456846018865527,25.18438279150517,24.67075897659381,25.892103474848703,25.23727152067979,25.18438279150517,,25.114037128923517,,,,,26.526117111747908,,24.880157984044576,25.65375762351027,24.27524702217074,24.880157984044576,24.955734879361255
"N-(Trifluoroacetyl)-N,O,O'-tris(trimethylsilyl)normetanephrine-PLS",,,7.933656850586039,,,,,,,,,,,,,,13.586829175214987,14.418295819480733,
N-(Trimethylsilyl)hexanamide-PLS,17.208089233323776,16.642589612221037,17.708997530181296,16.431876234325085,17.13799735138752,19.075534084186273,,16.642589612221037,,,,,,,17.85878822242499,18.681328317966347,18.713278630951436,18.400340891125907,18.241505200446532
N-Acetyl-D-galactosamine-PLS,,20.01457991794391,20.267081883340577,20.378807215605885,19.884317064161262,,,20.69686745963743,,,,,,,19.216290412165844,,,,
N-Acetyl-L-glutamic acid-PLS,,,,,,14.043058300928584,,,,,,,,,,16.13854448062676,18.85979253401195,18.153063191239525,18.98218827453955
N-Acetyl-L-phenylalanine-PLS,,7.694596559039426,3.5843578896564767,8.02407066862705,7.144664087019271,3.203071540108722,,7.144664087019271,,,,,16.296694334772837,,5.24052017936675,4.245152453624054,,,
N-Acetyltyrosine-PLS,10.447680353946373,,,,,16.255240167946024,,,,,,,,,,,18.681328317966347,18.076864187283352,17.621707351223883
N-alpha-Acetyl-L-Lysine-PLS,,,19.884317064161262,,,23.285680757297676,,,,,,,,,19.51935503948417,,23.91498035470696,23.34967446281527,21.47387463781737
n-Butylamine-PLS,20.01457991794391,19.25222919743205,18.92948321671997,19.25222919743205,18.90071765847745,19.51935503948417,,18.62320952703211,,,,,20.21820514532033,,19.947868256457426,18.589884782600464,18.044120996397353,17.582700703074792,18.874713142102472
"N-isobutyl-2-(trimethylsilyloxy]-4,5-dihydro-1H-imidazole-1-carboxamide-PLS",12.822382543647407,,11.846280387206724,,,,,,,,,,,,,,16.296694334772837,14.376416116849263,15.405088110112333
N-Isobutyl-sec-butylamine-PLS,19.91566388957328,20.109784293541928,19.316922041205537,20.01457991794391,20.33875187774957,19.353575759476485,,19.685863369159293,,,,,,,19.91566388957328,19.947868256457426,20.904248166152783,18.011945809392607,
N-Isobutyrylglycine-PLS,19.51935503948417,18.11054732760789,,20.07442852956916,18.85979253401195,18.74513236024381,,19.97653964287603,,,,,,,15.72637617291133,14.418295819480733,,13.959297643316775,
N-Isovaleroylglycine-PLS,13.900376578766428,13.997572206131496,14.52621186212083,12.240254147311012,15.32315084351233,12.240254147311012,,14.802107144740557,,,,,,,13.959297643316775,13.44785777914504,17.540896818304443,16.296694334772837,17.824529957307952
N-Methyl-N-(tetrahydro-2-furanylmethyl)-4-piperidinamine-PLS,,6.823750767284803,,,,,,,,,,,14.162606010467892,,,,,,
n-Pentadecanol-PLS,,,,18.713278630951436,18.96000390404063,,,,,,,,15.176027156892824,,,17.621707351223883,9.91701215474619,9.879569371440734,
N-Valerylglycine-PLS,8.228155816633913,10.684239505637873,13.63504051758814,12.822382543647407,14.06352481680266,11.846280387206724,,11.514267928236327,,,,,,,8.228155816633913,6.985893041230985,14.418295819480733,,15.99060909930342
"N,9-bis(Trimethylsilyl)-6-[(trimethylsilyl)oxy]-9H-purin-2-amine-PLS",16.374401143967575,18.42569287059672,17.008970665400685,18.92948321671997,18.18112051348329,,,18.54548501527737,,,,,,,16.76385170691958,16.97862927670154,19.685863369159293,19.97653964287603,
"N,N-Diethyl-2-aminoethanol-PLS",,,,,,23.964464936739255,,,,,,,,,,,24.60826210981605,23.964464936739255,22.509236928895614
"N,N-Dimethyl-2-cyclohexyloxyethylamine-PLS",20.184444684469597,20.267081883340577,19.377808404693912,20.184444684469597,19.91566388957328,19.66339577406718,,19.587671351045792,,,,,,,20.267081883340577,20.33875187774957,,,
"N,N'-Bis(trimethylsilyl)trifluoroacetamidine-PLS",,,,,,,,,,,,,,,,,10.381129023201009,,
"N,O-Bis(trimethylsilyl)carbamate-PLS",13.615944742446851,14.895013095346137,10.185437394870892,12.491917499468393,12.822382543647407,10.684239505637873,,13.50305474444232,,,,,18.011945809392607,,14.52621186212083,13.759165430465584,12.986523748703965,14.840453737584053,13.900376578766428
Naphthofluorescein-PLS,,,,,,,,,,,,,,,,,,,
Neostigmine -PLS,,17.96954724507801,16.13854448062676,18.457698982875193,18.681328317966347,,,,,,,,,,19.047007788234325,19.047007788234325,20.21820514532033,21.47387463781737,21.225126785657633
Niacin-PLS,17.756079080802138,19.075534084186273,18.589884782600464,19.017051617864738,19.017051617864738,16.76385170691958,,20.57438847404804,,,,,20.33875187774957,,17.582700703074792,19.45983311048741,19.353575759476485,19.884317064161262,19.400573338613544
Niacinamide-PLS,25.65375762351027,25.892103474848703,25.830536737508655,26.262460645745197,25.892103474848703,25.748435762924583,,26.199444423522287,,,,,26.083108472484493,,24.60826210981605,26.199444423522287,25.956674308497803,26.88517410246148,26.620180091253495
Niclosamide-PLS,14.271578499977084,16.51427461509239,14.330881153188566,13.615944742446851,15.72637617291133,15.176027156892824,,15.691624370184298,,,,,19.017051617864738,,16.431876234325085,15.32315084351233,16.722343703115534,17.683580593266555,17.89081319731643
Nitrosothymol-PLS,13.50305474444232,13.900376578766428,11.241440816702292,13.586829175214987,,,,15.829949939083589,,,,,19.075534084186273,,,,,,
Nonadecanoic acid-PLS,9.879569371440734,12.491917499468393,9.278074164718992,,11.353858129994816,8.078487821599968,,10.820501092757954,,,,,17.13799735138752,,10.487163562650125,9.879569371440734,13.680695348833222,14.613893875619754,15.50996662300238
Nonanal-PLS,13.157139364356086,14.52621186212083,13.586829175214987,14.043058300928584,14.330881153188566,12.692355587571395,,13.900376578766428,,,,,17.540896818304443,,13.759165430465584,13.188369099873729,14.162606010467892,15.045670240781394,14.162606010467892
Nonanoic acid-PLS,22.887776930665837,23.499714234454775,22.18104577318851,22.509236928895614,22.238687364641955,22.69162314545852,,22.41266987564392,,,,,25.18438279150517,,22.238687364641955,23.16278384989712,23.31473498260834,23.636143457181088,23.674041468855357
Norketamine-PLS,28.86821948913465,29.69514394543,28.86821948913465,29.29902845167164,28.86821948913465,27.59196159642635,,29.03771908795941,,,,,29.69514394543,,28.86821948913465,29.42215064965163,29.18307997664153,30.030817434434844,30.13788546866501
"O-Methyl-N,N'-diisopropylisourea -PLS",24.53851433370664,,31.324644050871903,,30.891767559762418,,,30.300874927423912,,,,,,,20.80489511104324,23.43092108552893,31.5319767488737,,28.973383738125385
Oct-1-en-3-ol-PLS,19.66339577406718,19.884317064161262,19.18758104800888,18.773297790188135,20.130236493335563,17.89081319731643,,20.07442852956916,,,,,,,19.278093190384485,18.92948321671997,19.51935503948417,19.712597982232538,19.97653964287603
"Octadecanamide, N-(2-methylpropyl)-N-nitroso--PLS",,,,,,,,12.822382543647407,,,,,,,,,,,
Octan-2-yl palmitate-PLS,21.10323006124817,21.52830388295183,18.510174634752264,21.126766697686,19.97653964287603,20.01457991794391,,19.712597982232538,,,,,21.170805030513375,,19.66339577406718,19.83038855520012,18.21595138465398,,
"Octanamide, N-(2-hydroxyethyl)--PLS",,,15.128758571986811,,,,,,,,,,,,,18.54548501527737,,19.49072841005828,
"Octane, 1-propoxy--PLS",4.682530016580031,7.872950517460959,,9.278074164718992,,8.29113811998227,,8.329782236261716,,,,,,,12.175815056761602,10.581441847888094,,,
Octanoic acid-PLS,20.904248166152783,21.29634727003021,19.49072841005828,20.641185112480407,20.184444684469597,19.712597982232538,,20.109784293541928,,,,,21.987871187229715,,20.378807215605885,20.904248166152783,19.947868256457426,20.378807215605885,20.31399972836029
Octocrylene-PLS,10.820501092757954,,,10.487163562650125,10.381129023201009,8.02407066862705,,,,,,,17.331586964820783,,6.5884417535318525,10.9676341767647,,,
Octopamine-PLS,,,26.97864927070259,25.65375762351027,26.199444423522287,26.398894623670113,,26.620180091253495,,,,,,,26.620180091253495,26.526117111747908,,22.113886571235973,22.238687364641955
Ornithine-PLS,23.499714234454775,19.66339577406718,22.887776930665837,21.47387463781737,22.80811880177812,29.03771908795941,,21.29634727003021,,,,,,,21.29634727003021,24.05735318241569,28.512285008123772,25.5486130407531,28.398868226794217
Oxalic acid-PLS,19.884317064161262,18.366470825535732,18.96000390404063,18.54548501527737,20.07442852956916,19.45983311048741,,19.423019197260075,,,,,20.76419171506649,,17.921699223705524,19.91566388957328,19.047007788234325,19.13231528605265,19.13231528605265
