n1,n2,r,p,fdr,"('n1', 'n2')"
ENSMUSG00000102101,Quazodine,0.07142857142857142,0.43326313533795446,0.45299563576409946,"('ENSMUSG00000102101', 'Quazodine')"
ENSMUSG00000003190,Quazodine,0.07142857142857142,0.43326313533795446,0.45299563576409946,"('ENSMUSG00000003190', 'Quazodine')"
ENSMUSG00000045767,Quazodine,-0.5952380952380952,0.05976490306939632,0.17421948769766116,"('ENSMUSG00000045767', 'Quazodine')"
ENSMUSG00000015748,Quazodine,0.11904761904761904,0.38944286302618986,0.42249472958666767,"('ENSMUSG00000015748', 'Quazodine')"
ENSMUSG00000041491,Quazodine,-0.8095238095238095,0.00745133384311505,0.08848118591538201,"('ENSMUSG00000041491', 'Quazodine')"
ENSMUSG00000027680,Quazodine,-0.6666666666666666,0.03549382716049382,0.14466108736942068,"('ENSMUSG00000027680', 'Quazodine')"
ENSMUSG00000035539,Quazodine,-0.15569141404872366,0.3563808539995814,0.40039454659364465,"('ENSMUSG00000035539', 'Quazodine')"
ENSMUSG00000006800,Quazodine,0.9285714285714286,0.00043148409144999085,0.04167480291131924,"('ENSMUSG00000006800', 'Quazodine')"
ENSMUSG00000038884,Quazodine,0.14285714285714285,0.36788242993990605,0.4080265999906116,"('ENSMUSG00000038884', 'Quazodine')"
ENSMUSG00000035692,Quazodine,-0.01197626261913259,0.48877332735194357,0.49159291503931724,"('ENSMUSG00000035692', 'Quazodine')"
ENSMUSG00000031637,Quazodine,-0.25367314471592056,0.2721868957702665,0.3413145600185643,"('ENSMUSG00000031637', 'Quazodine')"
ENSMUSG00000043411,Quazodine,-0.11904761904761904,0.38944286302618986,0.42249472958666767,"('ENSMUSG00000043411', 'Quazodine')"
ENSMUSG00000017670,Quazodine,0.2857142857142857,0.24636312250847864,0.32284348159623066,"('ENSMUSG00000017670', 'Quazodine')"
ENSMUSG00000024098,Quazodine,0.023809523809523808,0.47768700590794033,0.4836652251748985,"('ENSMUSG00000024098', 'Quazodine')"
ENSMUSG00000046806,Quazodine,0.47619047619047616,0.11646776732504899,0.22619162594745562,"('ENSMUSG00000046806', 'Quazodine')"
ENSMUSG00000072662,Quazodine,-0.7857142857142857,0.010407563626762659,0.09702194417307237,"('ENSMUSG00000072662', 'Quazodine')"
ENSMUSG00000033047,Quazodine,-0.7619047619047619,0.014002469576535935,0.10638187859603616,"('ENSMUSG00000033047', 'Quazodine')"
ENSMUSG00000050199,Quazodine,0.16666666666666666,0.34661940586419754,0.3938001448838318,"('ENSMUSG00000050199', 'Quazodine')"
ENSMUSG00000057440,Quazodine,-0.8809523809523809,0.0019251602318662057,0.059302177546633444,"('ENSMUSG00000057440', 'Quazodine')"
ENSMUSG00000072763,Quazodine,-0.5238095238095238,0.09136037526985746,0.20466599483110728,"('ENSMUSG00000072763', 'Quazodine')"
ENSMUSG00000021929,Quazodine,-0.5238095238095238,0.09136037526985746,0.20466599483110728,"('ENSMUSG00000021929', 'Quazodine')"
ENSMUSG00000075256,Quazodine,-0.8143858581010162,0.006922128688987065,0.08651773408837807,"('ENSMUSG00000075256', 'Quazodine')"
ENSMUSG00000034957,Quazodine,0.5238095238095238,0.09136037526985746,0.20466599483110728,"('ENSMUSG00000034957', 'Quazodine')"
ENSMUSG00000022629,Quazodine,-0.7857142857142857,0.010407563626762659,0.09702194417307237,"('ENSMUSG00000022629', 'Quazodine')"
ENSMUSG00000093606,Quazodine,-0.9047619047619048,0.0010041377527147339,0.04888708976858184,"('ENSMUSG00000093606', 'Quazodine')"
ENSMUSG00000062866,Quazodine,-0.8809523809523809,0.0019251602318662057,0.059302177546633444,"('ENSMUSG00000062866', 'Quazodine')"
ENSMUSG00000027305,Quazodine,-0.4523809523809524,0.1302023837184425,0.23724831095056392,"('ENSMUSG00000027305', 'Quazodine')"
ENSMUSG00000022774,Quazodine,-0.6190476190476191,0.0508665187271323,0.16453141707724378,"('ENSMUSG00000022774', 'Quazodine')"
ENSMUSG00000031079,Quazodine,-0.6428571428571429,0.04277944550633659,0.154182283131858,"('ENSMUSG00000031079', 'Quazodine')"
ENSMUSG00000035173,Quazodine,-0.47619047619047616,0.11646776732504899,0.22619162594745562,"('ENSMUSG00000035173', 'Quazodine')"
ENSMUSG00000023046,Quazodine,0.7619047619047619,0.014002469576535935,0.10638187859603616,"('ENSMUSG00000023046', 'Quazodine')"
ENSMUSG00000024976,Quazodine,-0.6904761904761905,0.028995159082286396,0.1344038743784803,"('ENSMUSG00000024976', 'Quazodine')"
ENSMUSG00000039450,Quazodine,-0.7857142857142857,0.010407563626762659,0.09702194417307237,"('ENSMUSG00000039450', 'Quazodine')"
ENSMUSG00000060279,Quazodine,-0.023809523809523808,0.47768700590794033,0.4836652251748985,"('ENSMUSG00000060279', 'Quazodine')"
ENSMUSG00000021990,Quazodine,0.23809523809523808,0.28507816040788414,0.35057313868937423,"('ENSMUSG00000021990', 'Quazodine')"
ENSMUSG00000036087,Quazodine,-0.8809523809523809,0.0019251602318662057,0.059302177546633444,"('ENSMUSG00000036087', 'Quazodine')"
ENSMUSG00000044617,Quazodine,-0.5509080804800992,0.07850921099894552,0.1937452135702211,"('ENSMUSG00000044617', 'Quazodine')"
ENSMUSG00000055681,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.44478844169246645,0.03219261205182528,0.1400206598842441,"('ENSMUSG00000055681', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000015461,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.08359133126934985,0.3707887157860441,0.41018017009784535,"('ENSMUSG00000015461', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000024805,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.02992776057791538,0.4530802480248608,0.4666503975483987,"('ENSMUSG00000024805', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000020389,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.17440660474716205,0.24441935497966844,0.32157142937878375,"('ENSMUSG00000020389', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000035941,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.1455108359133127,0.2822702652335418,0.3484166556494291,"('ENSMUSG00000035941', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000035934,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.019607843137254905,0.4692228132014248,0.47769147772080234,"('ENSMUSG00000035934', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000023236,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.007223942208462333,0.4886522440844603,0.49159291503931724,"('ENSMUSG00000023236', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000032301,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.21155830753353977,0.19969006808469963,0.28982137415444065,"('ENSMUSG00000032301', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000019080,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.07533539731682147,0.3831961406739194,0.4185512492779161,"('ENSMUSG00000019080', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000059495,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.10010319917440662,0.3463449696259187,0.39370936225000464,"('ENSMUSG00000059495', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000028772,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.2363261093911249,0.17255062440488933,0.27004185931912783,"('ENSMUSG00000028772', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000039275,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.3457172342621259,0.07997653139322948,0.19473530697674019,"('ENSMUSG00000039275', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000030016,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.12693498452012383,0.3078634913474539,0.3662484903177191,"('ENSMUSG00000030016', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000024740,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.04024767801857585,0.4370073888039283,0.45536394115535456,"('ENSMUSG00000024740', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000040158,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.1428649101587352,0.28585861975472937,0.35120523336887377,"('ENSMUSG00000040158', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000031751,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.013415892672858618,0.4789318787243614,0.484355561370404,"('ENSMUSG00000031751', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000029790,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.05675954592363261,0.41149465123998813,0.4375641827633999,"('ENSMUSG00000029790', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000008140,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.052631578947368425,0.4178452160298611,0.4419789885434122,"('ENSMUSG00000008140', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000024491,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.09184726522187824,0.358501420830887,0.40168915065763633,"('ENSMUSG00000024491', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000032372,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.031991744066047476,0.4498593391444409,0.4642731250911275,"('ENSMUSG00000032372', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000064294,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.11455108359133129,0.3254171119352661,0.3787042067645141,"('ENSMUSG00000064294', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000023249,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.2528379772961816,0.15570670025494932,0.2570023907196311,"('ENSMUSG00000023249', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000046947,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.021671826625387,0.4659898675993691,0.4754345097913468,"('ENSMUSG00000046947', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000031583,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.3230134158926729,0.09553394178674478,0.20820277164209572,"('ENSMUSG00000031583', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000037742,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.07120743034055728,0.3894414738420569,0.42249472958666767,"('ENSMUSG00000037742', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000031157,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.21775025799793601,0.19269798218905665,0.28480559817505935,"('ENSMUSG00000031157', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000037736,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.009287925696594429,0.48541118816288076,0.48899753793850936,"('ENSMUSG00000037736', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000025437,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.4097007223942209,0.04565917656568635,0.15815389686078127,"('ENSMUSG00000025437', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000024975,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.3333333333333333,0.08823159840676366,0.20196521551245336,"('ENSMUSG00000024975', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000085197,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.1943743621574433,0.21979879919895756,0.3041903885000668,"('ENSMUSG00000085197', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000031112,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.0010319917440660476,0.4983786986400306,0.4983786986400306,"('ENSMUSG00000031112', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000007476,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.1062951496388029,0.3373197657728483,0.3870528929953507,"('ENSMUSG00000007476', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000090110,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.16615067079463366,0.2549752301719479,0.3293891352175936,"('ENSMUSG00000090110', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000071253,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.0030959752321981426,0.4951361926135235,0.49600110375968354,"('ENSMUSG00000071253', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000041841,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.0010319917440660476,0.4983786986400306,0.4983786986400306,"('ENSMUSG00000041841', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000050856,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.009287925696594429,0.48541118816288076,0.48899753793850936,"('ENSMUSG00000050856', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000091475,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.2699075059332204,0.13936557269253125,0.24430691913442923,"('ENSMUSG00000091475', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000026820,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.4674922600619196,0.02521875972552219,0.1281732671287423,"('ENSMUSG00000026820', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000077767,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.03200826446170885,0.44983357033054727,0.4642731250911275,"('ENSMUSG00000077767', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000017831,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.061013574138160935,0.4049719957289768,0.43353672504890994,"('ENSMUSG00000017831', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000004085,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.10216718266253871,0.34332752708390074,0.39135925887646283,"('ENSMUSG00000004085', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000005609,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.007223942208462333,0.4886522440844603,0.49159291503931724,"('ENSMUSG00000005609', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000045094,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.16163548229637925,0.2608377627722206,0.3336564926434192,"('ENSMUSG00000045094', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000032288,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.05056759545923633,0.421027865166144,0.4443330556963957,"('ENSMUSG00000032288', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000038555,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.18266253869969043,0.23408066894665758,0.31445836749146694,"('ENSMUSG00000038555', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000006476,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.038183694530443756,0.4402152453826368,0.4575816640617684,"('ENSMUSG00000006476', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000062040,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.4055727554179567,0.04747671239611466,0.16041995233308246,"('ENSMUSG00000062040', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000040242,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.06501547987616099,0.39885756569051395,0.4292137985448226,"('ENSMUSG00000040242', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000034349,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.29824561403508776,0.11466120588306644,0.22492345742392733,"('ENSMUSG00000034349', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000019173,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.08978328173374613,0.3615613912883787,0.4037825993260511,"('ENSMUSG00000019173', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000020491,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.21579765395152098,0.19488817099314582,0.2864628389011954,"('ENSMUSG00000020491', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000008348,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.12693498452012383,0.3078634913474539,0.3662484903177191,"('ENSMUSG00000008348', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000072763,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.3230134158926729,0.09553394178674478,0.20820277164209572,"('ENSMUSG00000072763', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000025016,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.08978328173374613,0.3615613912883787,0.4037825993260511,"('ENSMUSG00000025016', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000024800,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.009287925696594429,0.48541118816288076,0.48899753793850936,"('ENSMUSG00000024800', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000041685,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.08978328173374613,0.3615613912883787,0.4037825993260511,"('ENSMUSG00000041685', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000031079,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.4560506134733724,0.028573783075349406,0.1341866028100761,"('ENSMUSG00000031079', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000026113,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.04231166150670795,0.43380326678947634,0.4533334813946409,"('ENSMUSG00000026113', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000020546,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.048503611971104234,0.4242151800814865,0.4467456924903945,"('ENSMUSG00000020546', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000022177,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.3154091544430353,0.10116433181211235,0.21348195912614812,"('ENSMUSG00000022177', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000030557,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",-0.0010319917440660476,0.4983786986400306,0.4983786986400306,"('ENSMUSG00000030557', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000021990,"Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-",0.009287925696594429,0.48541118816288076,0.48899753793850936,"('ENSMUSG00000021990', 'Quinolin-4-one, 1-[2-(3,4-dimethoxyphenyl)ethyl]-octahydro-')"
ENSMUSG00000027374,Ribitol,-0.0818181818181818,0.40549519715002297,0.43373934464832115,"('ENSMUSG00000027374', 'Ribitol')"
ENSMUSG00000028412,Ribitol,0.18181818181818177,0.2963076064227501,0.35839369195307685,"('ENSMUSG00000028412', 'Ribitol')"
ENSMUSG00000054484,Ribitol,0.26363636363636356,0.21672036880580736,0.30178712987546447,"('ENSMUSG00000054484', 'Ribitol')"
ENSMUSG00000051343,Ribitol,0.409090909090909,0.10577250517104808,0.21690864009127064,"('ENSMUSG00000051343', 'Ribitol')"
ENSMUSG00000021243,Ribitol,-0.5545454545454545,0.038326166669891276,0.14863427654900355,"('ENSMUSG00000021243', 'Ribitol')"
ENSMUSG00000033237,Ribitol,0.24545454545454543,0.23346118349100814,0.31428333157653604,"('ENSMUSG00000033237', 'Ribitol')"
ENSMUSG00000094595,Ribitol,0.10478387094298719,0.37957029177759277,0.4163707486145564,"('ENSMUSG00000094595', 'Ribitol')"
ENSMUSG00000004591,Ribitol,-0.3454545454545454,0.14904461045151945,0.25160794931460834,"('ENSMUSG00000004591', 'Ribitol')"
ENSMUSG00000005469,Ribitol,-0.6818181818181818,0.010421426805472552,0.09702194417307237,"('ENSMUSG00000005469', 'Ribitol')"
ENSMUSG00000024941,Ribitol,-0.46363636363636357,0.07545074964624308,0.1907275012062747,"('ENSMUSG00000024941', 'Ribitol')"
ENSMUSG00000070348,Ribitol,0.21818181818181812,0.2596241237774911,0.33273708937666935,"('ENSMUSG00000070348', 'Ribitol')"
ENSMUSG00000020308,Ribitol,-0.1909090909090909,0.2869565841427607,0.35195819825222047,"('ENSMUSG00000020308', 'Ribitol')"
ENSMUSG00000026603,Ribitol,0.09999999999999998,0.38493749994606835,0.4198219839303139,"('ENSMUSG00000026603', 'Ribitol')"
ENSMUSG00000070705,Ribitol,0.7363636363636362,0.004879767979958463,0.07755141966925322,"('ENSMUSG00000070705', 'Ribitol')"
ENSMUSG00000024151,Ribitol,-0.43636363636363623,0.0898324382900057,0.2036136957157203,"('ENSMUSG00000024151', 'Ribitol')"
ENSMUSG00000005580,Ribitol,0.4454545454545453,0.08486630246340601,0.199196674051276,"('ENSMUSG00000005580', 'Ribitol')"
ENSMUSG00000003527,Ribitol,-0.5545454545454545,0.038326166669891276,0.14863427654900355,"('ENSMUSG00000003527', 'Ribitol')"
ENSMUSG00000061718,Ribitol,-0.709090909090909,0.007276025976863879,0.08802682491477999,"('ENSMUSG00000061718', 'Ribitol')"
ENSMUSG00000021585,Ribitol,-0.09999999999999998,0.38493749994606835,0.4198219839303139,"('ENSMUSG00000021585', 'Ribitol')"
ENSMUSG00000026623,Ribitol,0.24545454545454543,0.23346118349100814,0.31428333157653604,"('ENSMUSG00000026623', 'Ribitol')"
ENSMUSG00000045100,Ribitol,-0.09090909090909088,0.39518636887664516,0.4266997353171352,"('ENSMUSG00000045100', 'Ribitol')"
ENSMUSG00000010607,Ribitol,-0.6545454545454544,0.014432299478500964,0.10670103661120928,"('ENSMUSG00000010607', 'Ribitol')"
ENSMUSG00000030862,Ribitol,0.1545454545454545,0.32501698274879,0.3786330363646954,"('ENSMUSG00000030862', 'Ribitol')"
ENSMUSG00000022283,Ribitol,-0.3363636363636363,0.15591215695019328,0.25720361296871247,"('ENSMUSG00000022283', 'Ribitol')"
ENSMUSG00000050989,Ribitol,-0.5454545454545453,0.0413254786720876,0.15200564657012103,"('ENSMUSG00000050989', 'Ribitol')"
ENSMUSG00000005124,Ribitol,0.0818181818181818,0.40549519715002297,0.43373934464832115,"('ENSMUSG00000005124', 'Ribitol')"
ENSMUSG00000024170,Ribitol,-0.09090909090909088,0.39518636887664516,0.4266997353171352,"('ENSMUSG00000024170', 'Ribitol')"
ENSMUSG00000003099,Ribitol,-0.036363636363636355,0.4577341584452673,0.4695503816789567,"('ENSMUSG00000003099', 'Ribitol')"
ENSMUSG00000028772,Ribitol,0.11818181818181817,0.36464238975989005,0.40568685230171575,"('ENSMUSG00000028772', 'Ribitol')"
ENSMUSG00000039275,Ribitol,-0.018181818181818177,0.47884262051080934,0.484355561370404,"('ENSMUSG00000039275', 'Ribitol')"
ENSMUSG00000013858,Ribitol,-0.27272727272727265,0.2085707185712657,0.29608386390262387,"('ENSMUSG00000013858', 'Ribitol')"
ENSMUSG00000020777,Ribitol,0.20909090909090905,0.26861046760566143,0.3389077175239007,"('ENSMUSG00000020777', 'Ribitol')"
ENSMUSG00000024921,Ribitol,-0.47272727272727266,0.07099926010315996,0.18605147490186785,"('ENSMUSG00000024921', 'Ribitol')"
